ImageName,RootImage,Bot,Human
eggs0countCO1 Lithium 5-4 5 pt17.jpg,CO1 Lithium 5-4 5,0,0
eggs0countACO1 Lithium 5-4 28 pt56.jpg,ACO1 Lithium 5-4 28,0,0
eggs0countACO1 Lithium 5-4 50 pt51.jpg,ACO1 Lithium 5-4 50,0,0
eggs0countnCO1 Control 5-4 23 pt93.jpg,nCO1 Control 5-4 23,0,0
eggs0countAO1 Lithium 5-4 9 pt52.jpg,AO1 Lithium 5-4 9,0,0
eggs3countnCO1 Lithium 5-4 27 pt76.jpg,nCO1 Lithium 5-4 27,2,3
eggs0countnCO1 Control 5-4 47 pt91.jpg,nCO1 Control 5-4 47,0,0
eggs0countACO1 Control 5-4 49 pt51.jpg,ACO1 Control 5-4 49,5,0
eggs0countnCO1 Lithium 5-4 21 pt88.jpg,nCO1 Lithium 5-4 21,0,0
eggs0countACO1 Lithium 5-4 30 pt62.jpg,ACO1 Lithium 5-4 30,0,0
eggs0countnCO1 Lithium 5-4 40 pt53.jpg,nCO1 Lithium 5-4 40,3,0
eggs0countAO1 Control 5-4 14 pt52.jpg,AO1 Control 5-4 14,0,0
eggs2countnCO1 Control 5-4 17 pt22.jpg,nCO1 Control 5-4 17,13,2
eggs0countAO1 Lithium 5-4 47 pt39.jpg,AO1 Lithium 5-4 47,0,0
eggs0countAO1 Control 5-4 28 pt1.jpg,AO1 Control 5-4 28,9,0
eggs0countAO1 Control 5-4 5 pt73.jpg,AO1 Control 5-4 5,0,0
eggs0countnCO1 Lithium 5-4 1 pt45.jpg,nCO1 Lithium 5-4 1,0,0
eggs0countnCO1 Control 5-4 27 pt41.jpg,nCO1 Control 5-4 27,0,0
eggs0countAO1 Control 5-4 28 pt86.jpg,AO1 Control 5-4 28,0,0
eggs0countCO1 Lithium 5-4 34 pt59.jpg,CO1 Lithium 5-4 34,0,0
eggs0countACO1 Control 5-4 7 pt26.jpg,ACO1 Control 5-4 7,0,0
eggs0countAO1 Control 5-4 47 pt51.jpg,AO1 Control 5-4 47,0,0
eggs0countACO1 Control 5-4 15 pt74.jpg,ACO1 Control 5-4 15,0,0
eggs1countCO1 Control 5-4 50 pt54.jpg,CO1 Control 5-4 50,4,1
eggs0countCO1 Lithium 5-4 37 pt12.jpg,CO1 Lithium 5-4 37,0,0
eggs0countAO1 Lithium 5-4 7 pt5.jpg,AO1 Lithium 5-4 7,0,0
eggs0countCO1 Lithium 5-4 4 pt29.jpg,CO1 Lithium 5-4 4,0,0
eggs0countAO1 Lithium 5-4 5 pt28.jpg,AO1 Lithium 5-4 5,0,0
eggs0countACO1 Lithium 5-4 20 pt62.jpg,ACO1 Lithium 5-4 20,0,0
eggs0countAO1 Lithium 5-4 14 pt68.jpg,AO1 Lithium 5-4 14,0,0
eggs0countAO1 Control 5-4 41 pt97.jpg,AO1 Control 5-4 41,0,0
eggs0countAO1 Lithium 5-4 30 pt70.jpg,AO1 Lithium 5-4 30,2,0
eggs0countACO1 Control 5-4 12 pt72.jpg,ACO1 Control 5-4 12,0,0
eggs0countACO1 Control 5-4 28 pt81.jpg,ACO1 Control 5-4 28,0,0
eggs0countAO1 Control 5-4 32 pt21.jpg,AO1 Control 5-4 32,0,0
eggs1countACO1 Control 5-4 24 pt61.jpg,ACO1 Control 5-4 24,0,1
eggs0countAO1 Lithium 5-4 24 pt25.jpg,AO1 Lithium 5-4 24,0,0
eggs1countCO1 Lithium 5-4 46 pt13.jpg,CO1 Lithium 5-4 46,9,1
eggs1countAO1 Lithium 5-4 1 pt50.jpg,AO1 Lithium 5-4 1,6,1
eggs9countnCO1 Lithium 5-4 20 pt82.jpg,nCO1 Lithium 5-4 20,0,9
eggs0countACO1 Control 5-4 25 pt45.jpg,ACO1 Control 5-4 25,0,0
eggs0countnCO1 Control 5-4 23 pt66.jpg,nCO1 Control 5-4 23,3,0
eggs0countACO1 Lithium 5-4 26 pt5.jpg,ACO1 Lithium 5-4 26,2,0
eggs0countACO1 Lithium 5-4 15 pt55.jpg,ACO1 Lithium 5-4 15,0,0
eggs0countACO1 Control 5-4 41 pt96.jpg,ACO1 Control 5-4 41,0,0
eggs0countAO1 Lithium 5-4 6 pt61.jpg,AO1 Lithium 5-4 6,0,0
eggs0countAO1 Lithium 5-4 19 pt94.jpg,AO1 Lithium 5-4 19,0,0
eggs0countAO1 Control 5-4 29 pt17.jpg,AO1 Control 5-4 29,0,0
eggs0countCO1 Lithium 5-4 28 pt9.jpg,CO1 Lithium 5-4 28,0,0
eggs0countnCO1 Control 5-4 17 pt96.jpg,nCO1 Control 5-4 17,0,0
eggs0countnCO1 Lithium 5-4 39 pt16.jpg,nCO1 Lithium 5-4 39,0,0
eggs0countACO1 Control 5-4 26 pt3.jpg,ACO1 Control 5-4 26,0,0
eggs0countnCO1 Control 5-4 49 pt24.jpg,nCO1 Control 5-4 49,0,0
eggs0countACO1 Lithium 5-4 7 pt6.jpg,ACO1 Lithium 5-4 7,0,0
eggs0countCO1 Control 5-4 18 pt87.jpg,CO1 Control 5-4 18,0,0
eggs0countAO1 Lithium 5-4 30 pt35.jpg,AO1 Lithium 5-4 30,0,0
eggs0countAO1 Control 5-4 21 pt71.jpg,AO1 Control 5-4 21,0,0
eggs0countCO1 Control 5-4 1 pt44.jpg,CO1 Control 5-4 1,0,0
eggs0countAO1 Lithium 5-4 35 pt8.jpg,AO1 Lithium 5-4 35,0,0
eggs0countnCO1 Control 5-4 21 pt76.jpg,nCO1 Control 5-4 21,3,0
eggs0countnCO1 Control 5-4 31 pt57.jpg,nCO1 Control 5-4 31,2,0
eggs0countACO1 Lithium 5-4 16 pt88.jpg,ACO1 Lithium 5-4 16,0,0
eggs0countAO1 Control 5-4 22 pt49.jpg,AO1 Control 5-4 22,0,0
eggs0countnCO1 Lithium 5-4 1 pt78.jpg,nCO1 Lithium 5-4 1,4,0
eggs0countCO1 Control 5-4 27 pt70.jpg,CO1 Control 5-4 27,0,0
eggs1countnCO1 Lithium 5-4 48 pt78.jpg,nCO1 Lithium 5-4 48,2,1
eggs2countACO1 Control 5-4 15 pt37.jpg,ACO1 Control 5-4 15,3,2
eggs0countnCO1 Control 5-4 46 pt96.jpg,nCO1 Control 5-4 46,0,0
eggs0countACO1 Lithium 5-4 30 pt95.jpg,ACO1 Lithium 5-4 30,0,0
eggs0countACO1 Control 5-4 21 pt61.jpg,ACO1 Control 5-4 21,0,0
eggs0countnCO1 Control 5-4 39 pt10.jpg,nCO1 Control 5-4 39,0,0
eggs0countCO1 Control 5-4 14 pt40.jpg,CO1 Control 5-4 14,0,0
eggs1countnCO1 Lithium 5-4 14 pt34.jpg,nCO1 Lithium 5-4 14,2,1
eggs0countACO1 Lithium 5-4 33 pt23.jpg,ACO1 Lithium 5-4 33,0,0
eggs0countCO1 Control 5-4 14 pt34.jpg,CO1 Control 5-4 14,2,0
eggs0countAO1 Control 5-4 50 pt41.jpg,AO1 Control 5-4 50,0,0
eggs0countACO1 Control 5-4 12 pt71.jpg,ACO1 Control 5-4 12,0,0
eggs0countAO1 Control 5-4 50 pt27.jpg,AO1 Control 5-4 50,0,0
eggs0countnCO1 Control 5-4 33 pt19.jpg,nCO1 Control 5-4 33,0,0
eggs5countCO1 Lithium 5-4 23 pt28.jpg,CO1 Lithium 5-4 23,10,5
eggs0countCO1 Control 5-4 25 pt62.jpg,CO1 Control 5-4 25,0,0
eggs0countnCO1 Lithium 5-4 35 pt65.jpg,nCO1 Lithium 5-4 35,0,0
eggs3countnCO1 Control 5-4 29 pt23.jpg,nCO1 Control 5-4 29,4,3
eggs2countCO1 Control 5-4 14 pt58.jpg,CO1 Control 5-4 14,7,2
eggs2countCO1 Lithium 5-4 41 pt15.jpg,CO1 Lithium 5-4 41,4,2
eggs0countAO1 Lithium 5-4 19 pt37.jpg,AO1 Lithium 5-4 19,0,0
eggs0countnCO1 Lithium 5-4 14 pt11.jpg,nCO1 Lithium 5-4 14,0,0
eggs0countnCO1 Lithium 5-4 15 pt50.jpg,nCO1 Lithium 5-4 15,0,0
eggs0countAO1 Control 5-4 39 pt75.jpg,AO1 Control 5-4 39,0,0
eggs0countCO1 Lithium 5-4 14 pt48.jpg,CO1 Lithium 5-4 14,0,0
eggs0countACO1 Control 5-4 21 pt47.jpg,ACO1 Control 5-4 21,0,0
eggs1countCO1 Lithium 5-4 43 pt63.jpg,CO1 Lithium 5-4 43,3,1
eggs3countnCO1 Lithium 5-4 36 pt78.jpg,nCO1 Lithium 5-4 36,5,3
eggs0countCO1 Control 5-4 20 pt36.jpg,CO1 Control 5-4 20,2,0
eggs0countACO1 Control 5-4 14 pt30.jpg,ACO1 Control 5-4 14,0,0
eggs0countAO1 Lithium 5-4 27 pt62.jpg,AO1 Lithium 5-4 27,0,0
eggs0countnCO1 Control 5-4 50 pt29.jpg,nCO1 Control 5-4 50,0,0
eggs0countCO1 Control 5-4 1 pt36.jpg,CO1 Control 5-4 1,0,0
eggs0countAO1 Lithium 5-4 11 pt25.jpg,AO1 Lithium 5-4 11,1,0
eggs0countACO1 Lithium 5-4 7 pt4.jpg,ACO1 Lithium 5-4 7,0,0
eggs0countnCO1 Control 5-4 26 pt34.jpg,nCO1 Control 5-4 26,0,0
eggs0countnCO1 Control 5-4 23 pt76.jpg,nCO1 Control 5-4 23,4,0
eggs2countCO1 Lithium 5-4 9 pt65.jpg,CO1 Lithium 5-4 9,8,2
eggs0countAO1 Lithium 5-4 33 pt37.jpg,AO1 Lithium 5-4 33,0,0
eggs0countACO1 Lithium 5-4 12 pt85.jpg,ACO1 Lithium 5-4 12,0,0
eggs0countAO1 Control 5-4 31 pt9.jpg,AO1 Control 5-4 31,0,0
eggs0countAO1 Control 5-4 7 pt64.jpg,AO1 Control 5-4 7,0,0
eggs3countCO1 Lithium 5-4 27 pt42.jpg,CO1 Lithium 5-4 27,11,3
eggs0countnCO1 Lithium 5-4 35 pt76.jpg,nCO1 Lithium 5-4 35,0,0
eggs0countAO1 Control 5-4 19 pt84.jpg,AO1 Control 5-4 19,0,0
eggs0countCO1 Lithium 5-4 48 pt61.jpg,CO1 Lithium 5-4 48,0,0
eggs0countACO1 Lithium 5-4 10 pt74.jpg,ACO1 Lithium 5-4 10,0,0
eggs0countAO1 Lithium 5-4 49 pt11.jpg,AO1 Lithium 5-4 49,0,0
eggs0countACO1 Control 5-4 28 pt11.jpg,ACO1 Control 5-4 28,0,0
eggs4countnCO1 Control 5-4 15 pt85.jpg,nCO1 Control 5-4 15,7,4
eggs0countAO1 Lithium 5-4 40 pt91.jpg,AO1 Lithium 5-4 40,0,0
eggs0countCO1 Lithium 5-4 27 pt80.jpg,CO1 Lithium 5-4 27,0,0
eggs0countCO1 Control 5-4 22 pt36.jpg,CO1 Control 5-4 22,0,0
eggs0countCO1 Control 5-4 46 pt98.jpg,CO1 Control 5-4 46,0,0
eggs0countAO1 Control 5-4 32 pt22.jpg,AO1 Control 5-4 32,0,0
eggs0countCO1 Lithium 5-4 14 pt30.jpg,CO1 Lithium 5-4 14,20,0
eggs2countAO1 Control 5-4 16 pt85.jpg,AO1 Control 5-4 16,11,2
eggs4countACO1 Lithium 5-4 11 pt52.jpg,ACO1 Lithium 5-4 11,6,4
eggs0countCO1 Lithium 5-4 14 pt42.jpg,CO1 Lithium 5-4 14,0,0
eggs0countAO1 Lithium 5-4 39 pt100.jpg,AO1 Lithium 5-4 39,0,0
eggs0countAO1 Control 5-4 2 pt93.jpg,AO1 Control 5-4 2,0,0
eggs1countAO1 Lithium 5-4 45 pt84.jpg,AO1 Lithium 5-4 45,3,1
eggs2countnCO1 Control 5-4 7 pt68.jpg,nCO1 Control 5-4 7,3,2
eggs0countACO1 Lithium 5-4 3 pt46.jpg,ACO1 Lithium 5-4 3,4,0
eggs0countnCO1 Lithium 5-4 4 pt67.jpg,nCO1 Lithium 5-4 4,0,0
eggs0countnCO1 Control 5-4 1 pt94.jpg,nCO1 Control 5-4 1,20,0
eggs0countnCO1 Lithium 5-4 39 pt27.jpg,nCO1 Lithium 5-4 39,2,0
eggs0countACO1 Control 5-4 49 pt7.jpg,ACO1 Control 5-4 49,0,0
eggs0countAO1 Lithium 5-4 14 pt31.jpg,AO1 Lithium 5-4 14,0,0
eggs5countCO1 Control 5-4 48 pt84.jpg,CO1 Control 5-4 48,5,5
eggs0countCO1 Lithium 5-4 1 pt11.jpg,CO1 Lithium 5-4 1,0,0
eggs2countCO1 Lithium 5-4 12 pt69.jpg,CO1 Lithium 5-4 12,12,2
eggs0countACO1 Control 5-4 7 pt4.jpg,ACO1 Control 5-4 7,2,0
eggs0countCO1 Lithium 5-4 13 pt96.jpg,CO1 Lithium 5-4 13,0,0
eggs0countAO1 Control 5-4 23 pt93.jpg,AO1 Control 5-4 23,0,0
eggs0countACO1 Lithium 5-4 23 pt30.jpg,ACO1 Lithium 5-4 23,0,0
eggs0countACO1 Control 5-4 20 pt5.jpg,ACO1 Control 5-4 20,0,0
eggs2countAO1 Control 5-4 34 pt48.jpg,AO1 Control 5-4 34,4,2
eggs0countACO1 Control 5-4 24 pt56.jpg,ACO1 Control 5-4 24,0,0
eggs0countnCO1 Control 5-4 32 pt91.jpg,nCO1 Control 5-4 32,0,0
eggs0countnCO1 Control 5-4 25 pt98.jpg,nCO1 Control 5-4 25,0,0
eggs0countnCO1 Lithium 5-4 24 pt87.jpg,nCO1 Lithium 5-4 24,0,0
eggs0countACO1 Control 5-4 24 pt72.jpg,ACO1 Control 5-4 24,0,0
eggs0countAO1 Control 5-4 50 pt54.jpg,AO1 Control 5-4 50,0,0
eggs0countACO1 Lithium 5-4 50 pt36.jpg,ACO1 Lithium 5-4 50,0,0
eggs0countACO1 Control 5-4 16 pt18.jpg,ACO1 Control 5-4 16,2,0
eggs2countCO1 Lithium 5-4 44 pt35.jpg,CO1 Lithium 5-4 44,4,2
eggs0countACO1 Control 5-4 5 pt74.jpg,ACO1 Control 5-4 5,2,0
eggs1countnCO1 Lithium 5-4 24 pt72.jpg,nCO1 Lithium 5-4 24,4,1
eggs0countCO1 Control 5-4 26 pt67.jpg,CO1 Control 5-4 26,0,0
eggs0countCO1 Control 5-4 47 pt83.jpg,CO1 Control 5-4 47,0,0
eggs0countCO1 Lithium 5-4 24 pt22.jpg,CO1 Lithium 5-4 24,17,0
eggs0countACO1 Control 5-4 8 pt92.jpg,ACO1 Control 5-4 8,0,0
eggs0countACO1 Control 5-4 39 pt30.jpg,ACO1 Control 5-4 39,0,0
eggs0countCO1 Control 5-4 23 pt9.jpg,CO1 Control 5-4 23,20,0
eggs0countACO1 Lithium 5-4 29 pt21.jpg,ACO1 Lithium 5-4 29,0,0
eggs0countCO1 Lithium 5-4 24 pt26.jpg,CO1 Lithium 5-4 24,0,0
eggs0countACO1 Control 5-4 3 pt78.jpg,ACO1 Control 5-4 3,3,0
eggs0countCO1 Control 5-4 36 pt97.jpg,CO1 Control 5-4 36,0,0
eggs0countAO1 Lithium 5-4 10 pt38.jpg,AO1 Lithium 5-4 10,3,0
eggs0countCO1 Lithium 5-4 48 pt75.jpg,CO1 Lithium 5-4 48,1,0
eggs0countACO1 Control 5-4 9 pt71.jpg,ACO1 Control 5-4 9,0,0
eggs0countnCO1 Lithium 5-4 18 pt92.jpg,nCO1 Lithium 5-4 18,0,0
eggs0countCO1 Lithium 5-4 14 pt82.jpg,CO1 Lithium 5-4 14,0,0
eggs0countAO1 Control 5-4 35 pt44.jpg,AO1 Control 5-4 35,0,0
eggs0countCO1 Control 5-4 27 pt95.jpg,CO1 Control 5-4 27,0,0
eggs0countACO1 Control 5-4 11 pt29.jpg,ACO1 Control 5-4 11,8,0
eggs2countCO1 Control 5-4 9 pt68.jpg,CO1 Control 5-4 9,4,2
eggs0countCO1 Control 5-4 16 pt51.jpg,CO1 Control 5-4 16,0,0
eggs0countAO1 Control 5-4 33 pt72.jpg,AO1 Control 5-4 33,0,0
eggs2countCO1 Control 5-4 9 pt16.jpg,CO1 Control 5-4 9,5,2
eggs0countCO1 Lithium 5-4 37 pt81.jpg,CO1 Lithium 5-4 37,0,0
eggs0countnCO1 Lithium 5-4 30 pt93.jpg,nCO1 Lithium 5-4 30,0,0
eggs0countnCO1 Control 5-4 7 pt93.jpg,nCO1 Control 5-4 7,0,0
eggs0countCO1 Control 5-4 15 pt91.jpg,CO1 Control 5-4 15,0,0
eggs4countnCO1 Lithium 5-4 26 pt67.jpg,nCO1 Lithium 5-4 26,3,4
eggs0countCO1 Control 5-4 38 pt96.jpg,CO1 Control 5-4 38,0,0
eggs0countnCO1 Control 5-4 5 pt37.jpg,nCO1 Control 5-4 5,0,0
eggs2countnCO1 Control 5-4 50 pt83.jpg,nCO1 Control 5-4 50,6,2
eggs0countACO1 Control 5-4 13 pt5.jpg,ACO1 Control 5-4 13,0,0
eggs0countnCO1 Lithium 5-4 21 pt76.jpg,nCO1 Lithium 5-4 21,2,0
eggs0countCO1 Lithium 5-4 18 pt86.jpg,CO1 Lithium 5-4 18,3,0
eggs0countAO1 Lithium 5-4 34 pt45.jpg,AO1 Lithium 5-4 34,0,0
eggs2countnCO1 Control 5-4 32 pt25.jpg,nCO1 Control 5-4 32,3,2
eggs0countACO1 Lithium 5-4 35 pt64.jpg,ACO1 Lithium 5-4 35,0,0
eggs0countACO1 Lithium 5-4 23 pt72.jpg,ACO1 Lithium 5-4 23,0,0
eggs0countACO1 Control 5-4 17 pt48.jpg,ACO1 Control 5-4 17,3,0
eggs3countCO1 Lithium 5-4 17 pt6.jpg,CO1 Lithium 5-4 17,9,3
eggs0countCO1 Lithium 5-4 24 pt58.jpg,CO1 Lithium 5-4 24,0,0
eggs3countnCO1 Lithium 5-4 46 pt76.jpg,nCO1 Lithium 5-4 46,5,3
eggs0countnCO1 Lithium 5-4 1 pt69.jpg,nCO1 Lithium 5-4 1,3,0
eggs0countnCO1 Control 5-4 38 pt8.jpg,nCO1 Control 5-4 38,0,0
eggs0countAO1 Lithium 5-4 26 pt30.jpg,AO1 Lithium 5-4 26,0,0
eggs0countCO1 Control 5-4 39 pt3.jpg,CO1 Control 5-4 39,0,0
eggs1countCO1 Lithium 5-4 12 pt24.jpg,CO1 Lithium 5-4 12,1,1
eggs2countACO1 Lithium 5-4 45 pt47.jpg,ACO1 Lithium 5-4 45,4,2
eggs0countnCO1 Lithium 5-4 24 pt21.jpg,nCO1 Lithium 5-4 24,1,0
eggs3countCO1 Lithium 5-4 20 pt39.jpg,CO1 Lithium 5-4 20,10,3
eggs0countACO1 Control 5-4 26 pt56.jpg,ACO1 Control 5-4 26,3,0
eggs0countCO1 Control 5-4 34 pt81.jpg,CO1 Control 5-4 34,0,0
eggs0countAO1 Control 5-4 30 pt15.jpg,AO1 Control 5-4 30,0,0
eggs0countnCO1 Control 5-4 27 pt13.jpg,nCO1 Control 5-4 27,0,0
eggs1countnCO1 Lithium 5-4 48 pt73.jpg,nCO1 Lithium 5-4 48,3,1
eggs0countACO1 Lithium 5-4 28 pt35.jpg,ACO1 Lithium 5-4 28,0,0
eggs0countAO1 Control 5-4 18 pt53.jpg,AO1 Control 5-4 18,0,0
eggs0countCO1 Control 5-4 26 pt79.jpg,CO1 Control 5-4 26,9,0
eggs0countACO1 Control 5-4 48 pt40.jpg,ACO1 Control 5-4 48,0,0
eggs1countCO1 Lithium 5-4 20 pt77.jpg,CO1 Lithium 5-4 20,3,1
eggs0countCO1 Lithium 5-4 28 pt8.jpg,CO1 Lithium 5-4 28,0,0
eggs0countCO1 Control 5-4 18 pt74.jpg,CO1 Control 5-4 18,0,0
eggs0countCO1 Lithium 5-4 42 pt100.jpg,CO1 Lithium 5-4 42,0,0
eggs0countAO1 Lithium 5-4 39 pt46.jpg,AO1 Lithium 5-4 39,0,0
eggs0countAO1 Lithium 5-4 36 pt43.jpg,AO1 Lithium 5-4 36,0,0
eggs1countnCO1 Control 5-4 40 pt48.jpg,nCO1 Control 5-4 40,3,1
eggs0countCO1 Control 5-4 25 pt49.jpg,CO1 Control 5-4 25,20,0
eggs0countnCO1 Control 5-4 39 pt94.jpg,nCO1 Control 5-4 39,0,0
eggs0countCO1 Lithium 5-4 39 pt76.jpg,CO1 Lithium 5-4 39,2,0
eggs0countACO1 Control 5-4 34 pt50.jpg,ACO1 Control 5-4 34,0,0
eggs0countCO1 Lithium 5-4 41 pt86.jpg,CO1 Lithium 5-4 41,0,0
eggs0countnCO1 Control 5-4 30 pt94.jpg,nCO1 Control 5-4 30,0,0
eggs0countAO1 Lithium 5-4 30 pt53.jpg,AO1 Lithium 5-4 30,0,0
eggs4countAO1 Control 5-4 41 pt41.jpg,AO1 Control 5-4 41,19,4
eggs0countnCO1 Lithium 5-4 30 pt56.jpg,nCO1 Lithium 5-4 30,0,0
eggs1countACO1 Lithium 5-4 13 pt54.jpg,ACO1 Lithium 5-4 13,1,1
eggs0countCO1 Control 5-4 16 pt3.jpg,CO1 Control 5-4 16,0,0
eggs0countCO1 Control 5-4 48 pt80.jpg,CO1 Control 5-4 48,0,0
eggs0countCO1 Control 5-4 6 pt70.jpg,CO1 Control 5-4 6,0,0
eggs0countnCO1 Lithium 5-4 19 pt19.jpg,nCO1 Lithium 5-4 19,0,0
eggs0countCO1 Lithium 5-4 16 pt64.jpg,CO1 Lithium 5-4 16,0,0
eggs0countACO1 Lithium 5-4 43 pt81.jpg,ACO1 Lithium 5-4 43,0,0
eggs0countACO1 Lithium 5-4 19 pt23.jpg,ACO1 Lithium 5-4 19,3,0
eggs0countAO1 Lithium 5-4 44 pt91.jpg,AO1 Lithium 5-4 44,0,0
eggs4countnCO1 Control 5-4 39 pt88.jpg,nCO1 Control 5-4 39,12,4
eggs0countnCO1 Control 5-4 5 pt12.jpg,nCO1 Control 5-4 5,0,0
eggs0countAO1 Lithium 5-4 19 pt39.jpg,AO1 Lithium 5-4 19,0,0
eggs0countCO1 Lithium 5-4 35 pt2.jpg,CO1 Lithium 5-4 35,13,0
eggs0countnCO1 Lithium 5-4 30 pt86.jpg,nCO1 Lithium 5-4 30,4,0
eggs0countACO1 Control 5-4 39 pt95.jpg,ACO1 Control 5-4 39,0,0
eggs0countnCO1 Control 5-4 47 pt60.jpg,nCO1 Control 5-4 47,20,0
eggs0countnCO1 Control 5-4 9 pt89.jpg,nCO1 Control 5-4 9,0,0
eggs2countACO1 Control 5-4 22 pt38.jpg,ACO1 Control 5-4 22,8,2
eggs0countACO1 Control 5-4 10 pt66.jpg,ACO1 Control 5-4 10,3,0
eggs0countCO1 Control 5-4 42 pt9.jpg,CO1 Control 5-4 42,0,0
eggs0countACO1 Control 5-4 7 pt58.jpg,ACO1 Control 5-4 7,0,0
eggs0countACO1 Lithium 5-4 3 pt13.jpg,ACO1 Lithium 5-4 3,0,0
eggs1countAO1 Control 5-4 8 pt83.jpg,AO1 Control 5-4 8,1,1
eggs0countCO1 Control 5-4 5 pt33.jpg,CO1 Control 5-4 5,0,0
eggs0countCO1 Lithium 5-4 32 pt94.jpg,CO1 Lithium 5-4 32,0,0
eggs0countCO1 Lithium 5-4 30 pt65.jpg,CO1 Lithium 5-4 30,0,0
eggs0countnCO1 Lithium 5-4 48 pt67.jpg,nCO1 Lithium 5-4 48,0,0
eggs1countnCO1 Lithium 5-4 44 pt47.jpg,nCO1 Lithium 5-4 44,3,1
eggs0countCO1 Control 5-4 50 pt65.jpg,CO1 Control 5-4 50,2,0
eggs2countnCO1 Lithium 5-4 12 pt65.jpg,nCO1 Lithium 5-4 12,3,2
eggs0countACO1 Control 5-4 43 pt40.jpg,ACO1 Control 5-4 43,0,0
eggs0countACO1 Control 5-4 3 pt53.jpg,ACO1 Control 5-4 3,0,0
eggs0countnCO1 Control 5-4 19 pt1.jpg,nCO1 Control 5-4 19,0,0
eggs0countCO1 Control 5-4 25 pt58.jpg,CO1 Control 5-4 25,0,0
eggs0countACO1 Control 5-4 39 pt66.jpg,ACO1 Control 5-4 39,0,0
eggs1countACO1 Control 5-4 26 pt43.jpg,ACO1 Control 5-4 26,3,1
eggs0countAO1 Lithium 5-4 12 pt74.jpg,AO1 Lithium 5-4 12,0,0
eggs0countnCO1 Lithium 5-4 19 pt86.jpg,nCO1 Lithium 5-4 19,3,0
eggs0countnCO1 Control 5-4 21 pt93.jpg,nCO1 Control 5-4 21,0,0
eggs0countCO1 Lithium 5-4 29 pt10.jpg,CO1 Lithium 5-4 29,0,0
eggs2countACO1 Control 5-4 36 pt76.jpg,ACO1 Control 5-4 36,3,2
eggs0countAO1 Control 5-4 17 pt27.jpg,AO1 Control 5-4 17,0,0
eggs0countAO1 Lithium 5-4 50 pt33.jpg,AO1 Lithium 5-4 50,0,0
eggs1countCO1 Control 5-4 39 pt58.jpg,CO1 Control 5-4 39,3,1
eggs0countACO1 Lithium 5-4 47 pt61.jpg,ACO1 Lithium 5-4 47,16,0
eggs1countCO1 Control 5-4 32 pt46.jpg,CO1 Control 5-4 32,3,1
eggs0countACO1 Control 5-4 48 pt66.jpg,ACO1 Control 5-4 48,0,0
eggs1countCO1 Lithium 5-4 40 pt26.jpg,CO1 Lithium 5-4 40,3,1
eggs0countnCO1 Lithium 5-4 40 pt9.jpg,nCO1 Lithium 5-4 40,0,0
eggs0countCO1 Lithium 5-4 29 pt5.jpg,CO1 Lithium 5-4 29,0,0
eggs0countAO1 Lithium 5-4 5 pt88.jpg,AO1 Lithium 5-4 5,3,0
eggs0countCO1 Control 5-4 1 pt66.jpg,CO1 Control 5-4 1,0,0
eggs0countAO1 Lithium 5-4 38 pt56.jpg,AO1 Lithium 5-4 38,0,0
eggs0countAO1 Lithium 5-4 36 pt49.jpg,AO1 Lithium 5-4 36,0,0
eggs0countAO1 Control 5-4 43 pt32.jpg,AO1 Control 5-4 43,1,0
eggs0countnCO1 Lithium 5-4 48 pt95.jpg,nCO1 Lithium 5-4 48,0,0
eggs0countCO1 Lithium 5-4 15 pt91.jpg,CO1 Lithium 5-4 15,0,0
eggs0countAO1 Control 5-4 22 pt25.jpg,AO1 Control 5-4 22,11,0
eggs0countACO1 Lithium 5-4 23 pt22.jpg,ACO1 Lithium 5-4 23,2,0
eggs0countACO1 Control 5-4 1 pt83.jpg,ACO1 Control 5-4 1,0,0
eggs0countACO1 Lithium 5-4 14 pt19.jpg,ACO1 Lithium 5-4 14,0,0
eggs1countAO1 Control 5-4 16 pt31.jpg,AO1 Control 5-4 16,11,1
eggs0countnCO1 Lithium 5-4 26 pt94.jpg,nCO1 Lithium 5-4 26,0,0
eggs0countAO1 Control 5-4 10 pt78.jpg,AO1 Control 5-4 10,0,0
eggs0countnCO1 Control 5-4 27 pt83.jpg,nCO1 Control 5-4 27,0,0
eggs0countCO1 Control 5-4 9 pt50.jpg,CO1 Control 5-4 9,0,0
eggs1countAO1 Lithium 5-4 43 pt38.jpg,AO1 Lithium 5-4 43,2,1
eggs0countACO1 Lithium 5-4 36 pt27.jpg,ACO1 Lithium 5-4 36,0,0
eggs0countCO1 Control 5-4 17 pt32.jpg,CO1 Control 5-4 17,3,0
eggs1countACO1 Lithium 5-4 45 pt33.jpg,ACO1 Lithium 5-4 45,3,1
eggs0countACO1 Control 5-4 15 pt93.jpg,ACO1 Control 5-4 15,0,0
eggs0countACO1 Lithium 5-4 28 pt40.jpg,ACO1 Lithium 5-4 28,0,0
eggs2countnCO1 Lithium 5-4 23 pt5.jpg,nCO1 Lithium 5-4 23,10,2
eggs0countAO1 Control 5-4 25 pt6.jpg,AO1 Control 5-4 25,0,0
eggs0countAO1 Lithium 5-4 50 pt83.jpg,AO1 Lithium 5-4 50,0,0
eggs0countCO1 Control 5-4 8 pt24.jpg,CO1 Control 5-4 8,3,0
eggs0countACO1 Lithium 5-4 24 pt32.jpg,ACO1 Lithium 5-4 24,0,0
eggs0countAO1 Control 5-4 40 pt8.jpg,AO1 Control 5-4 40,0,0
