ImageName,Count
3 1 C4 48,58.0
3 1 C4 49,73.0
3 1 C4 50,nan
3 1 C4 51,75.0
3 1 C4 52,95.0
3 1 C4 53,70.0
3 1 C4 54,1.0
3 1 C4 55,73.0
3 1 C4 56,79.0
3 1 C4 57,60.0
3 1 C4 58,69.0
3 1 C4 59,3.0
3 1 C4 60,101.0
3 2 C5 1,91.0
3 2 C5 2,19.0
3 2 C5 3,30.0
3 2 C5 4,57.0
3 2 C5 5,88.0
3 2 C5 6,16.0
3 2 C5 7,55.0
3 2 C5 8,63.0
3 2 C5 9,79.0
3 2 C5 10,47.0
3 2 C5 11,38.0
3 2 C5 12,39.0
3 2 C5 13,69.0
3 2 C5 14,70.0
3 2 C5 15,1.0
3 2 C5 16,38.0
3 2 C5 17,60.0
3 2 C5 18,72.0
3 2 C5 19,82.0
3 2 C5 20,48.0
3 2 C5 21,35.0
3 2 C5 22,90.0
3 2 C5 23,54.0
3 2 C5 24,66.0
3 2 C5 25,43.0
3 2 C5 26,31.0
3 2 C5 27,61.0
3 2 C5 28,94.0
3 2 C5 29,17.0
3 2 C5 30,29.0
3 2 C5 31,54.0
3 2 C5 32,83.0
3 2 C5 33,78.0
3 2 C5 34,49.0
3 2 C5 35,78.0
3 2 C5 36,48.0
3 2 C5 37,66.0
3 2 C5 38,0.0
3 2 C5 39,45.0
3 2 C5 40,76.0
3 2 C5 41,37.0
3 2 C5 42,37.0
3 2 C5 43,53.0
3 2 C5 44,41.0
3 2 C5 45,51.0
3 2 C5 46,51.0
3 2 C5 47,1.0
3 2 C5 48,72.0
3 2 C5 49,49.0
3 2 C5 50,1.0
3 2 C5 51,82.0
3 2 C5 52,58.0
3 2 C5 53,38.0
3 2 C5 54,46.0
3 2 C5 55,1.0
3 2 C5 56,57.0
3 2 C5 57,nan
3 2 C5 58,56.0
3 2 C5 59,2.0
3 2 C5 60,54.0
2 26 D1 1,nan
2 26 D1 2,nan
2 26 D1 3,55.0
2 26 D1 4,37.0
2 26 D1 5,52.0
2 26 D1 6,44.0
2 26 D1 7,29.0
2 26 D1 8,51.0
2 26 D1 9,25.0
2 26 D1 10,86.0
2 26 D1 11,85.0
2 26 D1 12,1.0
2 26 D1 13,74.0
2 26 D1 14,nan
2 26 D1 15,59.0
2 26 D1 16,73.0
2 26 D1 17,47.0
2 26 D1 18,34.0
2 26 D1 19,80.0
2 26 D1 20,57.0
2 26 D1 21,55.0
2 26 D1 22,nan
2 26 D1 23,60.0
2 26 D1 24,53.0
2 26 D1 25,56.0
2 26 D1 26,68.0
2 26 D1 27,50.0
2 26 D1 28,63.0
2 26 D1 29,74.0
2 26 D1 30,41.0
2 26 D1 31,87.0
2 26 D1 32,84.0
2 26 D1 33,83.0
2 26 D1 34,82.0
2 26 D1 35,58.0
2 26 D1 36,6.0
2 26 D1 37,43.0
2 26 D1 38,88.0
2 26 D1 39,79.0
2 26 D1 40,0.0
2 26 D1 41,63.0
2 26 D1 42,58.0
2 26 D1 43,63.0
2 26 D1 44,48.0
2 26 D1 45,0.0
2 26 D1 46,45.0
2 26 D1 47,111.0
2 26 D1 48,0.0
2 26 D1 49,87.0
2 26 D1 50,92.0
2 26 D1 51,1.0
2 26 D1 52,2.0
2 26 D1 53,65.0
2 26 D1 54,91.0
2 26 D1 55,52.0
2 26 D1 56,45.0
2 26 D1 57,58.0
2 26 D1 58,62.0
2 26 D1 59,49.0
2 26 D1 60,40.0
2 27 D2 1,42.0
2 27 D2 2,74.0
2 27 D2 3,nan
2 27 D2 4,101.0
2 27 D2 5,81.0
2 27 D2 6,58.0
2 27 D2 7,69.0
2 27 D2 8,52.0
2 27 D2 9,66.0
2 27 D2 10,nan
2 27 D2 11,81.0
2 27 D2 12,79.0
2 27 D2 13,75.0
2 27 D2 14,nan
2 27 D2 15,20.0
2 27 D2 16,nan
2 27 D2 17,65.0
2 27 D2 18,55.0
2 27 D2 19,68.0
2 27 D2 20,nan
2 27 D2 21,51.0
2 27 D2 22,50.0
2 27 D2 23,54.0
2 27 D2 24,69.0
2 27 D2 25,47.0
2 27 D2 26,51.0
2 27 D2 27,58.0
2 27 D2 28,69.0
2 27 D2 29,44.0
2 27 D2 30,63.0
2 27 D2 31,61.0
2 27 D2 32,67.0
2 27 D2 33,61.0
2 27 D2 34,60.0
2 27 D2 35,60.0
2 27 D2 36,34.0
2 27 D2 37,45.0
2 27 D2 38,57.0
2 27 D2 39,76.0
2 27 D2 40,66.0
2 27 D2 41,65.0
2 27 D2 42,72.0
2 27 D2 43,76.0
2 27 D2 44,79.0
2 27 D2 45,53.0
2 27 D2 46,65.0
2 27 D2 47,69.0
2 27 D2 48,75.0
2 27 D2 49,87.0
2 27 D2 50,41.0
2 27 D2 51,42.0
2 27 D2 52,55.0
2 27 D2 53,60.0
2 27 D2 54,82.0
2 27 D2 55,67.0
2 27 D2 56,47.0
2 27 D2 57,30.0
2 27 D2 58,40.0
2 27 D2 59,39.0
2 27 D2 60,77.0
2 28 D3 1,81.0
2 28 D3 2,89.0
2 28 D3 3,53.0
2 28 D3 4,92.0
2 28 D3 5,72.0
2 28 D3 6,84.0
2 28 D3 7,80.0
2 28 D3 8,86.0
2 28 D3 9,77.0
2 28 D3 10,57.0
2 28 D3 11,78.0
2 28 D3 12,58.0
2 28 D3 13,71.0
2 28 D3 14,87.0
2 28 D3 15,90.0
2 28 D3 16,63.0
2 28 D3 17,58.0
2 28 D3 18,15.0
2 28 D3 19,66.0
2 28 D3 20,59.0
2 28 D3 21,63.0
2 28 D3 22,64.0
2 28 D3 23,62.0
2 28 D3 24,63.0
2 28 D3 25,71.0
2 28 D3 26,77.0
2 28 D3 27,65.0
2 28 D3 28,51.0
2 28 D3 29,46.0
2 28 D3 30,81.0
2 28 D3 31,76.0
2 28 D3 32,57.0
2 28 D3 33,48.0
2 28 D3 34,46.0
2 28 D3 35,83.0
2 28 D3 36,91.0
2 28 D3 37,73.0
2 28 D3 38,68.0
2 28 D3 39,71.0
2 28 D3 40,63.0
2 28 D3 41,62.0
2 28 D3 42,57.0
2 28 D3 43,39.0
2 28 D3 44,74.0
2 28 D3 45,73.0
2 28 D3 46,69.0
2 28 D3 47,68.0
2 28 D3 48,34.0
2 28 D3 49,33.0
2 28 D3 50,49.0
2 28 D3 51,82.0
2 28 D3 52,52.0
2 28 D3 53,64.0
2 28 D3 54,18.0
2 28 D3 55,53.0
2 28 D3 56,77.0
2 28 D3 57,1.0
2 28 D3 58,69.0
2 28 D3 59,49.0
2 28 D3 60,nan
3 1 D4 1,25.0
3 1 D4 2,46.0
3 1 D4 3,69.0
3 1 D4 4,50.0
3 1 D4 5,48.0
3 1 D4 6,42.0
3 1 D4 7,68.0
3 1 D4 8,79.0
3 1 D4 9,42.0
3 1 D4 10,86.0
3 1 D4 11,77.0
3 1 D4 12,76.0
3 1 D4 13,47.0
3 1 D4 14,76.0
3 1 D4 15,46.0
3 1 D4 16,85.0
3 1 D4 17,74.0
3 1 D4 18,71.0
3 1 D4 19,75.0
3 1 D4 20,69.0
3 1 D4 21,92.0
3 1 D4 22,72.0
3 1 D4 23,69.0
3 1 D4 24,59.0
3 1 D4 25,57.0
3 1 D4 26,62.0
3 1 D4 27,56.0
3 1 D4 28,81.0
3 1 D4 29,60.0
3 1 D4 30,72.0
3 1 D4 31,46.0
3 1 D4 32,67.0
3 1 D4 33,87.0
3 1 D4 34,58.0
3 1 D4 35,57.0
3 1 D4 36,43.0
3 1 D4 37,44.0
3 1 D4 38,60.0
3 1 D4 39,60.0
3 1 D4 40,73.0
3 1 D4 41,67.0
3 1 D4 42,70.0
3 1 D4 43,56.0
3 1 D4 44,58.0
3 1 D4 45,71.0
3 1 D4 46,60.0
3 1 D4 47,60.0
3 1 D4 48,53.0
3 1 D4 49,70.0
3 1 D4 50,77.0
3 1 D4 51,76.0
3 1 D4 52,78.0
3 1 D4 53,58.0
3 1 D4 54,39.0
3 1 D4 55,54.0
3 1 D4 56,71.0
3 1 D4 57,63.0
3 1 D4 58,27.0
3 1 D4 59,40.0
3 1 D4 60,95.0
3 2 D5 1,71.0
3 2 D5 2,50.0
3 2 D5 3,0.0
3 2 D5 4,92.0
3 2 D5 5,33.0
3 2 D5 6,64.0
3 2 D5 7,72.0
3 2 D5 8,83.0
3 2 D5 9,67.0
3 2 D5 10,58.0
3 2 D5 11,76.0
3 2 D5 12,19.0
3 2 D5 13,66.0
3 2 D5 14,66.0
3 2 D5 15,68.0
3 2 D5 16,43.0
3 2 D5 17,99.0
3 2 D5 18,0.0
3 2 D5 19,52.0
3 2 D5 20,52.0
3 2 D5 21,76.0
3 2 D5 22,67.0
3 2 D5 23,89.0
3 2 D5 24,56.0
3 2 D5 25,2.0
3 2 D5 26,33.0
3 2 D5 27,77.0
3 2 D5 28,72.0
3 2 D5 29,57.0
3 2 D5 30,71.0
3 2 D5 31,48.0
3 2 D5 32,65.0
3 2 D5 33,65.0
3 2 D5 34,63.0
3 2 D5 35,99.0
3 2 D5 36,50.0
3 2 D5 37,90.0
3 2 D5 38,80.0
3 2 D5 39,56.0
3 2 D5 40,72.0
3 2 D5 41,53.0
3 2 D5 42,94.0
3 2 D5 43,88.0
3 2 D5 44,79.0
3 2 D5 45,65.0
3 2 D5 46,46.0
3 2 D5 47,59.0
3 2 D5 48,94.0
3 2 D5 49,64.0
3 2 D5 50,79.0
3 2 D5 51,65.0
3 2 D5 52,68.0
3 2 D5 53,41.0
3 2 D5 54,61.0
3 2 D5 55,55.0
3 2 D5 56,31.0
3 2 D5 57,65.0
3 2 D5 58,71.0
3 2 D5 59,87.0
3 2 D5 60,92.0
2 27 C1 1,29.0
2 27 C1 2,90.0
2 27 C1 3,68.0
2 27 C1 4,50.0
2 27 C1 5,42.0
2 27 C1 6,56.0
2 27 C1 7,35.0
2 27 C1 8,53.0
2 27 C1 9,42.0
2 27 C1 10,25.0
2 27 C1 11,39.0
2 27 C1 12,52.0
2 27 C1 13,72.0
2 27 C1 14,53.0
2 27 C1 15,58.0
2 27 C1 16,58.0
2 27 C1 17,76.0
2 27 C1 18,43.0
2 27 C1 19,71.0
2 27 C1 20,45.0
2 27 C1 21,35.0
2 27 C1 22,49.0
2 27 C1 23,43.0
2 27 C1 24,36.0
2 27 C1 25,50.0
2 27 C1 26,48.0
2 27 C1 27,48.0
2 27 C1 28,47.0
2 27 C1 29,25.0
2 27 C1 30,51.0
2 27 C1 31,69.0
2 27 C1 32,48.0
2 27 C1 33,35.0
2 27 C1 34,43.0
2 27 C1 35,51.0
2 27 C1 36,68.0
2 27 C1 37,45.0
2 27 C1 38,46.0
2 27 C1 39,63.0
2 27 C1 40,62.0
2 27 C1 41,74.0
2 27 C1 42,32.0
2 27 C1 43,50.0
2 27 C1 44,59.0
2 27 C1 45,61.0
2 27 C1 46,49.0
2 27 C1 47,50.0
2 27 C1 48,60.0
2 27 C1 49,50.0
2 27 C1 50,44.0
2 27 C1 51,39.0
2 27 C1 52,64.0
2 27 C1 53,34.0
2 27 C1 54,54.0
2 27 C1 55,34.0
2 27 C1 56,44.0
2 27 C1 57,102.0
2 27 C1 58,35.0
2 27 C1 59,93.0
2 27 C1 60,43.0
2 28 C2 1,75.0
2 28 C2 2,39.0
2 28 C2 3,96.0
2 28 C2 4,63.0
2 28 C2 5,53.0
2 28 C2 6,32.0
2 28 C2 7,70.0
2 28 C2 8,54.0
2 28 C2 9,66.0
2 28 C2 10,52.0
2 28 C2 11,87.0
2 28 C2 12,107.0
2 28 C2 13,39.0
2 28 C2 14,102.0
2 28 C2 15,62.0
2 28 C2 16,38.0
2 28 C2 17,67.0
2 28 C2 18,68.0
2 28 C2 19,62.0
2 28 C2 20,33.0
2 28 C2 21,55.0
2 28 C2 22,78.0
2 28 C2 23,90.0
2 28 C2 24,59.0
2 28 C2 25,65.0
2 28 C2 26,10.0
2 28 C2 27,60.0
2 28 C2 28,88.0
2 28 C2 29,69.0
2 28 C2 30,78.0
2 28 C2 31,64.0
2 28 C2 32,82.0
2 28 C2 33,52.0
2 28 C2 34,76.0
2 28 C2 35,82.0
2 28 C2 36,55.0
2 28 C2 37,1.0
2 28 C2 38,37.0
2 28 C2 39,55.0
2 28 C2 40,79.0
2 28 C2 41,62.0
2 28 C2 42,47.0
2 28 C2 43,64.0
2 28 C2 44,60.0
2 28 C2 45,36.0
2 28 C2 46,82.0
2 28 C2 47,71.0
2 28 C2 48,41.0
2 28 C2 49,42.0
2 28 C2 50,0.0
2 28 C2 51,58.0
2 28 C2 52,55.0
2 28 C2 53,53.0
2 28 C2 54,25.0
2 28 C2 55,63.0
2 28 C2 56,39.0
2 28 C2 57,96.0
2 28 C2 58,49.0
2 28 C2 59,55.0
2 28 C2 60,30.0
3 1 C3 1,3.0
3 1 C3 2,43.0
3 1 C3 3,89.0
3 1 C3 4,73.0
3 1 C3 5,57.0
3 1 C3 6,72.0
3 1 C3 7,52.0
3 1 C3 8,59.0
3 1 C3 9,52.0
3 1 C3 10,70.0
3 1 C3 11,66.0
3 1 C3 12,0.0
3 1 C3 13,67.0
3 1 C3 14,38.0
3 1 C3 15,74.0
3 1 C3 16,42.0
3 1 C3 17,62.0
3 1 C3 18,47.0
3 1 C3 19,90.0
3 1 C3 20,95.0
3 1 C3 21,67.0
3 1 C3 22,40.0
3 1 C3 23,69.0
3 1 C3 24,0.0
3 1 C3 25,56.0
3 1 C3 26,nan
3 1 C3 27,83.0
3 1 C3 28,65.0
3 1 C3 29,60.0
3 1 C3 30,69.0
3 1 C3 31,5.0
3 1 C3 32,71.0
3 1 C3 33,9.0
3 1 C3 34,7.0
3 1 C3 35,42.0
3 1 C3 36,80.0
3 1 C3 37,64.0
3 1 C3 38,45.0
3 1 C3 39,68.0
3 1 C3 40,58.0
3 1 C3 41,50.0
3 1 C3 42,59.0
3 1 C3 43,45.0
3 1 C3 44,59.0
3 1 C3 45,56.0
3 1 C3 46,37.0
3 1 C3 47,77.0
3 1 C3 48,61.0
3 1 C3 49,44.0
3 1 C3 50,63.0
3 1 C3 51,52.0
3 1 C3 52,78.0
3 1 C3 53,47.0
3 1 C3 54,66.0
3 1 C3 55,58.0
3 1 C3 56,53.0
3 1 C3 57,41.0
3 1 C3 58,65.0
3 1 C3 59,0.0
3 1 C3 60,45.0
3 2 C4 1,67.0
3 2 C4 2,30.0
3 2 C4 3,86.0
3 2 C4 4,43.0
3 2 C4 5,0.0
3 2 C4 6,45.0
3 2 C4 7,79.0
3 2 C4 8,94.0
3 2 C4 9,20.0
3 2 C4 10,65.0
3 2 C4 11,41.0
3 2 C4 12,38.0
3 2 C4 13,33.0
3 2 C4 14,51.0
3 2 C4 15,71.0
3 2 C4 16,63.0
3 2 C4 17,71.0
3 2 C4 18,67.0
3 2 C4 19,60.0
3 2 C4 20,59.0
3 2 C4 21,51.0
3 2 C4 22,73.0
3 2 C4 23,40.0
3 2 C4 24,27.0
3 2 C4 25,53.0
3 2 C4 26,nan
3 2 C4 27,67.0
3 2 C4 28,64.0
3 2 C4 29,39.0
3 2 C4 30,66.0
3 2 C4 31,52.0
3 2 C4 32,46.0
3 2 C4 33,93.0
3 2 C4 34,31.0
3 2 C4 35,75.0
3 2 C4 36,22.0
3 2 C4 37,465.0
3 2 C4 38,73.0
3 2 C4 39,67.0
3 2 C4 40,81.0
3 2 C4 41,84.0
3 2 C4 42,63.0
3 2 C4 43,48.0
3 2 C4 44,79.0
3 2 C4 45,59.0
3 2 C4 46,56.0
3 2 C4 47,0.0
3 2 C4 48,72.0
3 2 C4 49,63.0
3 2 C4 50,nan
3 2 C4 51,59.0
3 2 C4 52,96.0
3 2 C4 53,40.0
3 2 C4 54,0.0
3 2 C4 55,76.0
3 2 C4 56,51.0
3 2 C4 57,51.0
3 2 C4 58,76.0
3 2 C4 59,nan
3 2 C4 60,60.0
3 3 C5 1,64.0
3 3 C5 2,14.0
3 3 C5 3,36.0
3 3 C5 4,71.0
3 3 C5 5,82.0
3 3 C5 6,13.0
3 3 C5 7,71.0
3 3 C5 8,69.0
3 3 C5 9,81.0
3 3 C5 10,42.0
3 3 C5 11,77.0
3 3 C5 12,22.0
3 3 C5 13,82.0
3 3 C5 14,54.0
3 3 C5 15,0.0
3 3 C5 16,78.0
3 3 C5 17,78.0
3 3 C5 18,88.0
3 3 C5 19,72.0
3 3 C5 20,35.0
3 3 C5 21,43.0
3 3 C5 22,103.0
3 3 C5 23,50.0
3 3 C5 24,87.0
3 3 C5 25,47.0
3 3 C5 26,39.0
3 3 C5 27,60.0
3 3 C5 28,79.0
3 3 C5 29,53.0
3 3 C5 30,33.0
3 3 C5 31,70.0
3 3 C5 32,88.0
3 3 C5 33,66.0
3 3 C5 34,55.0
3 3 C5 35,75.0
3 3 C5 36,94.0
3 3 C5 37,61.0
3 3 C5 38,0.0
3 3 C5 39,65.0
3 3 C5 40,74.0
3 3 C5 41,84.0
3 3 C5 42,35.0
3 3 C5 43,49.0
3 3 C5 44,39.0
3 3 C5 45,53.0
3 3 C5 46,37.0
3 3 C5 47,0.0
3 3 C5 48,90.0
3 3 C5 49,43.0
3 3 C5 50,nan
3 3 C5 51,89.0
3 3 C5 52,45.0
3 3 C5 53,39.0
3 3 C5 54,55.0
3 3 C5 55,9.0
3 3 C5 56,69.0
3 3 C5 57,nan
3 3 C5 58,53.0
3 3 C5 59,1.0
3 3 C5 60,55.0
2 27 D1 1,nan
2 27 D1 2,nan
2 27 D1 3,62.0
2 27 D1 4,85.0
2 27 D1 5,62.0
2 27 D1 6,87.0
2 27 D1 7,70.0
2 27 D1 8,48.0
2 27 D1 9,61.0
2 27 D1 10,94.0
2 27 D1 11,98.0
2 27 D1 12,0.0
2 27 D1 13,64.0
2 27 D1 14,nan
2 27 D1 15,0.0
2 27 D1 16,79.0
2 27 D1 17,80.0
2 27 D1 18,55.0
2 27 D1 19,75.0
2 27 D1 20,54.0
2 27 D1 21,64.0
2 27 D1 22,nan
2 27 D1 23,74.0
2 27 D1 24,55.0
2 27 D1 25,0.0
2 27 D1 26,54.0
2 27 D1 27,60.0
2 27 D1 28,77.0
2 27 D1 29,74.0
2 27 D1 30,64.0
2 27 D1 31,90.0
2 27 D1 32,96.0
2 27 D1 33,89.0
2 27 D1 34,88.0
2 27 D1 35,70.0
2 27 D1 36,nan
2 27 D1 37,69.0
2 27 D1 38,106.0
2 27 D1 39,73.0
2 27 D1 40,nan
2 27 D1 41,86.0
2 27 D1 42,73.0
2 27 D1 43,92.0
2 27 D1 44,67.0
2 27 D1 45,nan
2 27 D1 46,63.0
2 27 D1 47,109.0
2 27 D1 48,nan
2 27 D1 49,94.0
2 27 D1 50,91.0
2 27 D1 51,nan
2 27 D1 52,nan
2 27 D1 53,52.0
2 27 D1 54,82.0
2 27 D1 55,78.0
2 27 D1 56,51.0
2 27 D1 57,4.0
2 27 D1 58,65.0
2 27 D1 59,33.0
2 27 D1 60,53.0
2 28 D2 1,76.0
2 28 D2 2,85.0
2 28 D2 3,nan
2 28 D2 4,79.0
2 28 D2 5,63.0
2 28 D2 6,59.0
2 28 D2 7,65.0
2 28 D2 8,79.0
2 28 D2 9,63.0
2 28 D2 10,nan
2 28 D2 11,93.0
2 28 D2 12,98.0
2 28 D2 13,74.0
2 28 D2 14,nan
2 28 D2 15,14.0
2 28 D2 16,nan
2 28 D2 17,51.0
2 28 D2 18,72.0
2 28 D2 19,85.0
2 28 D2 20,nan
2 28 D2 21,63.0
2 28 D2 22,72.0
2 28 D2 23,65.0
2 28 D2 24,59.0
2 28 D2 25,67.0
2 28 D2 26,53.0
2 28 D2 27,58.0
2 28 D2 28,82.0
2 28 D2 29,71.0
2 28 D2 30,54.0
2 28 D2 31,61.0
2 28 D2 32,12.0
2 28 D2 33,73.0
2 28 D2 34,99.0
2 28 D2 35,54.0
2 28 D2 36,57.0
2 28 D2 37,47.0
2 28 D2 38,60.0
2 28 D2 39,91.0
2 28 D2 40,59.0
2 28 D2 41,65.0
2 28 D2 42,78.0
2 28 D2 43,75.0
2 28 D2 44,68.0
2 28 D2 45,46.0
2 28 D2 46,71.0
2 28 D2 47,70.0
2 28 D2 48,88.0
2 28 D2 49,85.0
2 28 D2 50,69.0
2 28 D2 51,53.0
2 28 D2 52,48.0
2 28 D2 53,69.0
2 28 D2 54,65.0
2 28 D2 55,55.0
2 28 D2 56,15.0
2 28 D2 57,50.0
2 28 D2 58,46.0
2 28 D2 59,73.0
2 28 D2 60,67.0
3 1 D3 1,63.0
3 1 D3 2,73.0
3 1 D3 3,51.0
3 1 D3 4,72.0
3 1 D3 5,61.0
3 1 D3 6,70.0
3 1 D3 7,88.0
3 1 D3 8,0.0
3 1 D3 9,46.0
3 1 D3 10,62.0
3 1 D3 11,1.0
3 1 D3 12,59.0
3 1 D3 13,61.0
3 1 D3 14,76.0
3 1 D3 15,1.0
3 1 D3 16,44.0
3 1 D3 17,40.0
3 1 D3 18,15.0
3 1 D3 19,45.0
3 1 D3 20,50.0
3 1 D3 21,47.0
3 1 D3 22,35.0
3 1 D3 23,67.0
3 1 D3 24,41.0
3 1 D3 25,69.0
3 1 D3 26,83.0
3 1 D3 27,65.0
3 1 D3 28,51.0
3 1 D3 29,51.0
3 1 D3 30,61.0
3 1 D3 31,51.0
3 1 D3 32,60.0
3 1 D3 33,63.0
3 1 D3 34,49.0
3 1 D3 35,69.0
3 1 D3 36,71.0
3 1 D3 37,52.0
3 1 D3 38,65.0
3 1 D3 39,54.0
3 1 D3 40,66.0
3 1 D3 41,60.0
3 1 D3 42,48.0
3 1 D3 43,45.0
3 1 D3 44,46.0
3 1 D3 45,68.0
3 1 D3 46,53.0
3 1 D3 47,65.0
3 1 D3 48,59.0
3 1 D3 49,22.0
3 1 D3 50,69.0
3 1 D3 51,62.0
3 1 D3 52,29.0
3 1 D3 53,67.0
3 1 D3 54,35.0
3 1 D3 55,56.0
3 1 D3 56,53.0
3 1 D3 57,1.0
3 1 D3 58,61.0
3 1 D3 59,40.0
3 1 D3 60,nan
3 2 D4 1,1.0
3 2 D4 2,42.0
3 2 D4 3,49.0
3 2 D4 4,77.0
3 2 D4 5,54.0
3 2 D4 6,46.0
3 2 D4 7,66.0
3 2 D4 8,64.0
3 2 D4 9,80.0
3 2 D4 10,84.0
3 2 D4 11,59.0
3 2 D4 12,77.0
3 2 D4 13,48.0
3 2 D4 14,67.0
3 2 D4 15,43.0
3 2 D4 16,67.0
3 2 D4 17,91.0
3 2 D4 18,60.0
3 2 D4 19,59.0
3 2 D4 20,51.0
3 2 D4 21,96.0
3 2 D4 22,75.0
3 2 D4 23,83.0
3 2 D4 24,102.0
3 2 D4 25,41.0
3 2 D4 26,72.0
3 2 D4 27,19.0
3 2 D4 28,68.0
3 2 D4 29,39.0
3 2 D4 30,40.0
3 2 D4 31,48.0
3 2 D4 32,55.0
3 2 D4 33,93.0
3 2 D4 34,54.0
3 2 D4 35,42.0
3 2 D4 36,72.0
3 2 D4 37,38.0
3 2 D4 38,81.0
3 2 D4 39,64.0
3 2 D4 40,67.0
3 2 D4 41,82.0
3 2 D4 42,84.0
3 2 D4 43,76.0
3 2 D4 44,61.0
3 2 D4 45,48.0
3 2 D4 46,91.0
3 2 D4 47,104.0
3 2 D4 48,73.0
3 2 D4 49,45.0
3 2 D4 50,54.0
3 2 D4 51,92.0
3 2 D4 52,39.0
3 2 D4 53,1.0
3 2 D4 54,39.0
3 2 D4 55,48.0
3 2 D4 56,76.0
3 2 D4 57,68.0
3 2 D4 58,1.0
3 2 D4 59,69.0
3 2 D4 60,86.0
3 3 D5 1,42.0
3 3 D5 2,48.0
3 3 D5 3,nan
3 3 D5 4,89.0
3 3 D5 5,47.0
3 3 D5 6,76.0
3 3 D5 7,66.0
3 3 D5 8,76.0
3 3 D5 9,64.0
3 3 D5 10,68.0
3 3 D5 11,63.0
3 3 D5 12,3.0
3 3 D5 13,44.0
3 3 D5 14,60.0
3 3 D5 15,39.0
3 3 D5 16,30.0
3 3 D5 17,85.0
3 3 D5 18,0.0
3 3 D5 19,41.0
3 3 D5 20,44.0
3 3 D5 21,45.0
3 3 D5 22,79.0
3 3 D5 23,47.0
3 3 D5 24,36.0
3 3 D5 25,nan
3 3 D5 26,35.0
3 3 D5 27,78.0
3 3 D5 28,45.0
3 3 D5 29,24.0
3 3 D5 30,45.0
3 3 D5 31,51.0
3 3 D5 32,73.0
3 3 D5 33,70.0
3 3 D5 34,48.0
3 3 D5 35,35.0
3 3 D5 36,24.0
3 3 D5 37,62.0
3 3 D5 38,46.0
3 3 D5 39,48.0
3 3 D5 40,49.0
3 3 D5 41,24.0
3 3 D5 42,62.0
3 3 D5 43,46.0
3 3 D5 44,51.0
3 3 D5 45,58.0
3 3 D5 46,38.0
3 3 D5 47,54.0
3 3 D5 48,65.0
3 3 D5 49,44.0
3 3 D5 50,64.0
3 3 D5 51,65.0
3 3 D5 52,35.0
3 3 D5 53,47.0
3 3 D5 54,44.0
3 3 D5 55,50.0
3 3 D5 56,36.0
3 3 D5 57,68.0
3 3 D5 58,55.0
3 3 D5 59,64.0
3 3 D5 60,47.0
2 28 C1 1,45.0
2 28 C1 2,47.0
2 28 C1 3,58.0
2 28 C1 4,44.0
2 28 C1 5,52.0
2 28 C1 6,57.0
2 28 C1 7,61.0
2 28 C1 8,72.0
2 28 C1 9,45.0
2 28 C1 10,57.0
2 28 C1 11,66.0
2 28 C1 12,41.0
2 28 C1 13,90.0
2 28 C1 14,45.0
2 28 C1 15,37.0
2 28 C1 16,81.0
2 28 C1 17,82.0
2 28 C1 18,52.0
2 28 C1 19,71.0
2 28 C1 20,29.0
2 28 C1 21,20.0
2 28 C1 22,78.0
2 28 C1 23,55.0
2 28 C1 24,51.0
2 28 C1 25,52.0
2 28 C1 26,67.0
2 28 C1 27,41.0
2 28 C1 28,65.0
2 28 C1 29,33.0
2 28 C1 30,38.0
2 28 C1 31,48.0
2 28 C1 32,70.0
2 28 C1 33,46.0
2 28 C1 34,46.0
2 28 C1 35,32.0
2 28 C1 36,81.0
2 28 C1 37,55.0
2 28 C1 38,71.0
2 28 C1 39,63.0
2 28 C1 40,61.0
2 28 C1 41,65.0
2 28 C1 42,56.0
2 28 C1 43,62.0
2 28 C1 44,44.0
2 28 C1 45,nan
2 28 C1 46,63.0
2 28 C1 47,39.0
2 28 C1 48,73.0
2 28 C1 49,82.0
2 28 C1 50,24.0
2 28 C1 51,nan
2 28 C1 52,81.0
2 28 C1 53,41.0
2 28 C1 54,49.0
2 28 C1 55,46.0
2 28 C1 56,71.0
2 28 C1 57,80.0
2 28 C1 58,12.0
2 28 C1 59,114.0
2 28 C1 60,29.0
3 1 C2 1,2.0
3 1 C2 2,18.0
3 1 C2 3,90.0
3 1 C2 4,74.0
3 1 C2 5,76.0
3 1 C2 6,40.0
3 1 C2 7,87.0
3 1 C2 8,62.0
3 1 C2 9,83.0
3 1 C2 10,46.0
3 1 C2 11,104.0
3 1 C2 12,104.0
3 1 C2 13,117.0
3 1 C2 14,18.0
3 1 C2 15,42.0
3 1 C2 16,41.0
3 1 C2 17,78.0
3 1 C2 18,81.0
3 1 C2 19,40.0
3 1 C2 20,2.0
3 1 C2 21,77.0
3 1 C2 22,67.0
3 1 C2 23,82.0
3 1 C2 24,81.0
3 1 C2 25,91.0
3 1 C2 26,36.0
3 1 C2 27,20.0
3 1 C2 28,67.0
3 1 C2 29,60.0
3 1 C2 30,77.0
3 1 C2 31,73.0
3 1 C2 32,78.0
3 1 C2 33,71.0
3 1 C2 34,57.0
3 1 C2 35,78.0
3 1 C2 36,79.0
3 1 C2 37,0.0
3 1 C2 38,40.0
3 1 C2 39,63.0
3 1 C2 40,90.0
3 1 C2 41,55.0
3 1 C2 42,61.0
3 1 C2 43,72.0
3 1 C2 44,77.0
3 1 C2 45,30.0
3 1 C2 46,80.0
