FileName,MarvinFileName,AlexFileName,AlexCount,MarvinCount,Mean,Difference
CO1 Control 5-4 14 pt14.jpg,eggs5countCO1 Control 5-4 14 pt14.jpg,eggs4countCO1 Control 5-4 14 pt14.jpg,4,5,4.5,1
nCO1 Control 5-4 33 pt48.jpg,eggs1countnCO1 Control 5-4 33 pt48.jpg,eggs1countnCO1 Control 5-4 33 pt48.jpg,1,1,1.0,0
AO1 Control 5-4 8 pt28.jpg,eggs1countAO1 Control 5-4 8 pt28.jpg,eggs1countAO1 Control 5-4 8 pt28.jpg,1,1,1.0,0
CO1 Lithium 5-4 29 pt43.jpg,eggs3countCO1 Lithium 5-4 29 pt43.jpg,eggs2countCO1 Lithium 5-4 29 pt43.jpg,2,3,2.5,1
nCO1 Control 5-4 11 pt28.jpg,eggs1countnCO1 Control 5-4 11 pt28.jpg,eggs1countnCO1 Control 5-4 11 pt28.jpg,1,1,1.0,0
CO1 Control 5-4 26 pt78.jpg,eggs4countCO1 Control 5-4 26 pt78.jpg,eggs3countCO1 Control 5-4 26 pt78.jpg,3,4,3.5,1
nCO1 Control 5-4 35 pt77.jpg,eggs3countnCO1 Control 5-4 35 pt77.jpg,eggs3countnCO1 Control 5-4 35 pt77.jpg,3,3,3.0,0
nCO1 Control 5-4 40 pt78.jpg,eggs1countnCO1 Control 5-4 40 pt78.jpg,eggs1countnCO1 Control 5-4 40 pt78.jpg,1,1,1.0,0
nCO1 Lithium 5-4 45 pt25.jpg,eggs2countnCO1 Lithium 5-4 45 pt25.jpg,eggs1countnCO1 Lithium 5-4 45 pt25.jpg,1,2,1.5,1
CO1 Control 5-4 14 pt16.jpg,eggs2countCO1 Control 5-4 14 pt16.jpg,eggs2countCO1 Control 5-4 14 pt16.jpg,2,2,2.0,0
CO1 Control 5-4 37 pt56.jpg,eggs1countCO1 Control 5-4 37 pt56.jpg,eggs1countCO1 Control 5-4 37 pt56.jpg,1,1,1.0,0
nCO1 Lithium 5-4 23 pt27.jpg,eggs1countnCO1 Lithium 5-4 23 pt27.jpg,eggs1countnCO1 Lithium 5-4 23 pt27.jpg,1,1,1.0,0
nCO1 Lithium 5-4 38 pt63.jpg,eggs2countnCO1 Lithium 5-4 38 pt63.jpg,eggs2countnCO1 Lithium 5-4 38 pt63.jpg,2,2,2.0,0
AO1 Lithium 5-4 3 pt74.jpg,eggs1countAO1 Lithium 5-4 3 pt74.jpg,eggs1countAO1 Lithium 5-4 3 pt74.jpg,1,1,1.0,0
ACO1 Control 5-4 44 pt41.jpg,eggs1countACO1 Control 5-4 44 pt41.jpg,eggs1countACO1 Control 5-4 44 pt41.jpg,1,1,1.0,0
CO1 Control 5-4 17 pt42.jpg,eggs1countCO1 Control 5-4 17 pt42.jpg,eggs1countCO1 Control 5-4 17 pt42.jpg,1,1,1.0,0
AO1 Control 5-4 7 pt18.jpg,eggs2countAO1 Control 5-4 7 pt18.jpg,eggs0countAO1 Control 5-4 7 pt18.jpg,0,2,1.0,2
nCO1 Control 5-4 13 pt55.jpg,eggs1countnCO1 Control 5-4 13 pt55.jpg,eggs1countnCO1 Control 5-4 13 pt55.jpg,1,1,1.0,0
AO1 Control 5-4 12 pt17.jpg,eggs4countAO1 Control 5-4 12 pt17.jpg,eggs5countAO1 Control 5-4 12 pt17.jpg,5,4,4.5,-1
nCO1 Control 5-4 45 pt16.jpg,eggs3countnCO1 Control 5-4 45 pt16.jpg,eggs4countnCO1 Control 5-4 45 pt16.jpg,4,3,3.5,-1
nCO1 Lithium 5-4 24 pt16.jpg,eggs3countnCO1 Lithium 5-4 24 pt16.jpg,eggs2countnCO1 Lithium 5-4 24 pt16.jpg,2,3,2.5,1
CO1 Control 5-4 33 pt88.jpg,eggs1countCO1 Control 5-4 33 pt88.jpg,eggs1countCO1 Control 5-4 33 pt88.jpg,1,1,1.0,0
CO1 Lithium 5-4 26 pt48.jpg,eggs2countCO1 Lithium 5-4 26 pt48.jpg,eggs1countCO1 Lithium 5-4 26 pt48.jpg,1,2,1.5,1
nCO1 Control 5-4 18 pt15.jpg,eggs1countnCO1 Control 5-4 18 pt15.jpg,eggs1countnCO1 Control 5-4 18 pt15.jpg,1,1,1.0,0
CO1 Control 5-4 20 pt32.jpg,eggs1countCO1 Control 5-4 20 pt32.jpg,eggs1countCO1 Control 5-4 20 pt32.jpg,1,1,1.0,0
nCO1 Control 5-4 8 pt58.jpg,eggs1countnCO1 Control 5-4 8 pt58.jpg,eggs1countnCO1 Control 5-4 8 pt58.jpg,1,1,1.0,0
nCO1 Control 5-4 30 pt53.jpg,eggs6countnCO1 Control 5-4 30 pt53.jpg,eggs4countnCO1 Control 5-4 30 pt53.jpg,4,6,5.0,2
CO1 Lithium 5-4 17 pt42.jpg,eggs3countCO1 Lithium 5-4 17 pt42.jpg,eggs1countCO1 Lithium 5-4 17 pt42.jpg,1,3,2.0,2
CO1 Lithium 5-4 44 pt56.jpg,eggs1countCO1 Lithium 5-4 44 pt56.jpg,eggs1countCO1 Lithium 5-4 44 pt56.jpg,1,1,1.0,0
nCO1 Control 5-4 29 pt16.jpg,eggs1countnCO1 Control 5-4 29 pt16.jpg,eggs0countnCO1 Control 5-4 29 pt16.jpg,0,1,0.5,1
CO1 Lithium 5-4 21 pt12.jpg,eggs1countCO1 Lithium 5-4 21 pt12.jpg,eggs1countCO1 Lithium 5-4 21 pt12.jpg,1,1,1.0,0
CO1 Lithium 5-4 15 pt39.jpg,eggs2countCO1 Lithium 5-4 15 pt39.jpg,eggs2countCO1 Lithium 5-4 15 pt39.jpg,2,2,2.0,0
CO1 Control 5-4 49 pt63.jpg,eggs1countCO1 Control 5-4 49 pt63.jpg,eggs0countCO1 Control 5-4 49 pt63.jpg,0,1,0.5,1
nCO1 Lithium 5-4 47 pt23.jpg,eggs1countnCO1 Lithium 5-4 47 pt23.jpg,eggs0countnCO1 Lithium 5-4 47 pt23.jpg,0,1,0.5,1
nCO1 Lithium 5-4 18 pt32.jpg,eggs1countnCO1 Lithium 5-4 18 pt32.jpg,eggs1countnCO1 Lithium 5-4 18 pt32.jpg,1,1,1.0,0
nCO1 Control 5-4 22 pt38.jpg,eggs5countnCO1 Control 5-4 22 pt38.jpg,eggs6countnCO1 Control 5-4 22 pt38.jpg,6,5,5.5,-1
CO1 Control 5-4 43 pt13.jpg,eggs1countCO1 Control 5-4 43 pt13.jpg,eggs0countCO1 Control 5-4 43 pt13.jpg,0,1,0.5,1
ACO1 Lithium 5-4 41 pt23.jpg,eggs2countACO1 Lithium 5-4 41 pt23.jpg,eggs2countACO1 Lithium 5-4 41 pt23.jpg,2,2,2.0,0
nCO1 Lithium 5-4 5 pt17.jpg,eggs3countnCO1 Lithium 5-4 5 pt17.jpg,eggs3countnCO1 Lithium 5-4 5 pt17.jpg,3,3,3.0,0
nCO1 Lithium 5-4 24 pt38.jpg,eggs2countnCO1 Lithium 5-4 24 pt38.jpg,eggs2countnCO1 Lithium 5-4 24 pt38.jpg,2,2,2.0,0
nCO1 Lithium 5-4 48 pt33.jpg,eggs1countnCO1 Lithium 5-4 48 pt33.jpg,eggs1countnCO1 Lithium 5-4 48 pt33.jpg,1,1,1.0,0
ACO1 Control 5-4 32 pt87.jpg,eggs1countACO1 Control 5-4 32 pt87.jpg,eggs1countACO1 Control 5-4 32 pt87.jpg,1,1,1.0,0
CO1 Control 5-4 9 pt56.jpg,eggs2countCO1 Control 5-4 9 pt56.jpg,eggs2countCO1 Control 5-4 9 pt56.jpg,2,2,2.0,0
ACO1 Lithium 5-4 3 pt73.jpg,eggs2countACO1 Lithium 5-4 3 pt73.jpg,eggs0countACO1 Lithium 5-4 3 pt73.jpg,0,2,1.0,2
ACO1 Lithium 5-4 20 pt49.jpg,eggs1countACO1 Lithium 5-4 20 pt49.jpg,eggs0countACO1 Lithium 5-4 20 pt49.jpg,0,1,0.5,1
CO1 Control 5-4 50 pt26.jpg,eggs2countCO1 Control 5-4 50 pt26.jpg,eggs2countCO1 Control 5-4 50 pt26.jpg,2,2,2.0,0
ACO1 Lithium 5-4 45 pt64.jpg,eggs1countACO1 Lithium 5-4 45 pt64.jpg,eggs1countACO1 Lithium 5-4 45 pt64.jpg,1,1,1.0,0
nCO1 Control 5-4 50 pt24.jpg,eggs3countnCO1 Control 5-4 50 pt24.jpg,eggs0countnCO1 Control 5-4 50 pt24.jpg,0,3,1.5,3
CO1 Control 5-4 15 pt39.jpg,eggs1countCO1 Control 5-4 15 pt39.jpg,eggs1countCO1 Control 5-4 15 pt39.jpg,1,1,1.0,0
CO1 Lithium 5-4 5 pt57.jpg,eggs3countCO1 Lithium 5-4 5 pt57.jpg,eggs3countCO1 Lithium 5-4 5 pt57.jpg,3,3,3.0,0
ACO1 Control 5-4 32 pt43.jpg,eggs1countACO1 Control 5-4 32 pt43.jpg,eggs1countACO1 Control 5-4 32 pt43.jpg,1,1,1.0,0
AO1 Lithium 5-4 1 pt78.jpg,eggs2countAO1 Lithium 5-4 1 pt78.jpg,eggs2countAO1 Lithium 5-4 1 pt78.jpg,2,2,2.0,0
AO1 Lithium 5-4 38 pt78.jpg,eggs1countAO1 Lithium 5-4 38 pt78.jpg,eggs0countAO1 Lithium 5-4 38 pt78.jpg,0,1,0.5,1
ACO1 Control 5-4 32 pt85.jpg,eggs1countACO1 Control 5-4 32 pt85.jpg,eggs1countACO1 Control 5-4 32 pt85.jpg,1,1,1.0,0
nCO1 Lithium 5-4 27 pt86.jpg,eggs8countnCO1 Lithium 5-4 27 pt86.jpg,eggs6countnCO1 Lithium 5-4 27 pt86.jpg,6,8,7.0,2
ACO1 Control 5-4 37 pt40.jpg,eggs2countACO1 Control 5-4 37 pt40.jpg,eggs0countACO1 Control 5-4 37 pt40.jpg,0,2,1.0,2
nCO1 Control 5-4 32 pt23.jpg,eggs3countnCO1 Control 5-4 32 pt23.jpg,eggs3countnCO1 Control 5-4 32 pt23.jpg,3,3,3.0,0
CO1 Control 5-4 26 pt27.jpg,eggs1countCO1 Control 5-4 26 pt27.jpg,eggs1countCO1 Control 5-4 26 pt27.jpg,1,1,1.0,0
ACO1 Control 5-4 7 pt36.jpg,eggs2countACO1 Control 5-4 7 pt36.jpg,eggs2countACO1 Control 5-4 7 pt36.jpg,2,2,2.0,0
ACO1 Control 5-4 34 pt55.jpg,eggs2countACO1 Control 5-4 34 pt55.jpg,eggs2countACO1 Control 5-4 34 pt55.jpg,2,2,2.0,0
CO1 Lithium 5-4 5 pt26.jpg,eggs3countCO1 Lithium 5-4 5 pt26.jpg,eggs3countCO1 Lithium 5-4 5 pt26.jpg,3,3,3.0,0
ACO1 Lithium 5-4 39 pt48.jpg,eggs1countACO1 Lithium 5-4 39 pt48.jpg,eggs1countACO1 Lithium 5-4 39 pt48.jpg,1,1,1.0,0
CO1 Lithium 5-4 38 pt84.jpg,eggs1countCO1 Lithium 5-4 38 pt84.jpg,eggs1countCO1 Lithium 5-4 38 pt84.jpg,1,1,1.0,0
AO1 Control 5-4 1 pt17.jpg,eggs1countAO1 Control 5-4 1 pt17.jpg,eggs1countAO1 Control 5-4 1 pt17.jpg,1,1,1.0,0
nCO1 Lithium 5-4 10 pt34.jpg,eggs3countnCO1 Lithium 5-4 10 pt34.jpg,eggs3countnCO1 Lithium 5-4 10 pt34.jpg,3,3,3.0,0
nCO1 Control 5-4 6 pt67.jpg,eggs2countnCO1 Control 5-4 6 pt67.jpg,eggs2countnCO1 Control 5-4 6 pt67.jpg,2,2,2.0,0
ACO1 Control 5-4 20 pt96.jpg,eggs1countACO1 Control 5-4 20 pt96.jpg,eggs0countACO1 Control 5-4 20 pt96.jpg,0,1,0.5,1
nCO1 Control 5-4 34 pt34.jpg,eggs1countnCO1 Control 5-4 34 pt34.jpg,eggs1countnCO1 Control 5-4 34 pt34.jpg,1,1,1.0,0
CO1 Lithium 5-4 24 pt51.jpg,eggs4countCO1 Lithium 5-4 24 pt51.jpg,eggs4countCO1 Lithium 5-4 24 pt51.jpg,4,4,4.0,0
nCO1 Lithium 5-4 19 pt37.jpg,eggs1countnCO1 Lithium 5-4 19 pt37.jpg,eggs1countnCO1 Lithium 5-4 19 pt37.jpg,1,1,1.0,0
nCO1 Lithium 5-4 40 pt78.jpg,eggs3countnCO1 Lithium 5-4 40 pt78.jpg,eggs3countnCO1 Lithium 5-4 40 pt78.jpg,3,3,3.0,0
ACO1 Control 5-4 10 pt49.jpg,eggs1countACO1 Control 5-4 10 pt49.jpg,eggs1countACO1 Control 5-4 10 pt49.jpg,1,1,1.0,0
nCO1 Control 5-4 30 pt72.jpg,eggs2countnCO1 Control 5-4 30 pt72.jpg,eggs2countnCO1 Control 5-4 30 pt72.jpg,2,2,2.0,0
CO1 Control 5-4 6 pt68.jpg,eggs2countCO1 Control 5-4 6 pt68.jpg,eggs2countCO1 Control 5-4 6 pt68.jpg,2,2,2.0,0
CO1 Lithium 5-4 15 pt37.jpg,eggs3countCO1 Lithium 5-4 15 pt37.jpg,eggs3countCO1 Lithium 5-4 15 pt37.jpg,3,3,3.0,0
CO1 Lithium 5-4 25 pt26.jpg,eggs2countCO1 Lithium 5-4 25 pt26.jpg,eggs2countCO1 Lithium 5-4 25 pt26.jpg,2,2,2.0,0
CO1 Lithium 5-4 27 pt55.jpg,eggs1countCO1 Lithium 5-4 27 pt55.jpg,eggs1countCO1 Lithium 5-4 27 pt55.jpg,1,1,1.0,0
nCO1 Lithium 5-4 6 pt53.jpg,eggs1countnCO1 Lithium 5-4 6 pt53.jpg,eggs0countnCO1 Lithium 5-4 6 pt53.jpg,0,1,0.5,1
ACO1 Lithium 5-4 41 pt64.jpg,eggs1countACO1 Lithium 5-4 41 pt64.jpg,eggs1countACO1 Lithium 5-4 41 pt64.jpg,1,1,1.0,0
nCO1 Control 5-4 8 pt65.jpg,eggs1countnCO1 Control 5-4 8 pt65.jpg,eggs1countnCO1 Control 5-4 8 pt65.jpg,1,1,1.0,0
nCO1 Lithium 5-4 17 pt58.jpg,eggs1countnCO1 Lithium 5-4 17 pt58.jpg,eggs0countnCO1 Lithium 5-4 17 pt58.jpg,0,1,0.5,1
CO1 Control 5-4 39 pt24.jpg,eggs3countCO1 Control 5-4 39 pt24.jpg,eggs2countCO1 Control 5-4 39 pt24.jpg,2,3,2.5,1
CO1 Control 5-4 6 pt15.jpg,eggs2countCO1 Control 5-4 6 pt15.jpg,eggs2countCO1 Control 5-4 6 pt15.jpg,2,2,2.0,0
nCO1 Control 5-4 43 pt39.jpg,eggs2countnCO1 Control 5-4 43 pt39.jpg,eggs3countnCO1 Control 5-4 43 pt39.jpg,3,2,2.5,-1
CO1 Control 5-4 20 pt25.jpg,eggs3countCO1 Control 5-4 20 pt25.jpg,eggs1countCO1 Control 5-4 20 pt25.jpg,1,3,2.0,2
nCO1 Control 5-4 22 pt16.jpg,eggs2countnCO1 Control 5-4 22 pt16.jpg,eggs1countnCO1 Control 5-4 22 pt16.jpg,1,2,1.5,1
CO1 Lithium 5-4 8 pt15.jpg,eggs1countCO1 Lithium 5-4 8 pt15.jpg,eggs1countCO1 Lithium 5-4 8 pt15.jpg,1,1,1.0,0
CO1 Control 5-4 16 pt47.jpg,eggs1countCO1 Control 5-4 16 pt47.jpg,eggs1countCO1 Control 5-4 16 pt47.jpg,1,1,1.0,0
CO1 Lithium 5-4 7 pt53.jpg,eggs1countCO1 Lithium 5-4 7 pt53.jpg,eggs1countCO1 Lithium 5-4 7 pt53.jpg,1,1,1.0,0
nCO1 Lithium 5-4 26 pt76.jpg,eggs5countnCO1 Lithium 5-4 26 pt76.jpg,eggs3countnCO1 Lithium 5-4 26 pt76.jpg,3,5,4.0,2
nCO1 Lithium 5-4 15 pt43.jpg,eggs4countnCO1 Lithium 5-4 15 pt43.jpg,eggs4countnCO1 Lithium 5-4 15 pt43.jpg,4,4,4.0,0
CO1 Lithium 5-4 33 pt29.jpg,eggs1countCO1 Lithium 5-4 33 pt29.jpg,eggs1countCO1 Lithium 5-4 33 pt29.jpg,1,1,1.0,0
CO1 Control 5-4 34 pt18.jpg,eggs1countCO1 Control 5-4 34 pt18.jpg,eggs0countCO1 Control 5-4 34 pt18.jpg,0,1,0.5,1
CO1 Control 5-4 16 pt68.jpg,eggs3countCO1 Control 5-4 16 pt68.jpg,eggs2countCO1 Control 5-4 16 pt68.jpg,2,3,2.5,1
nCO1 Control 5-4 40 pt72.jpg,eggs7countnCO1 Control 5-4 40 pt72.jpg,eggs5countnCO1 Control 5-4 40 pt72.jpg,5,7,6.0,2
nCO1 Lithium 5-4 36 pt4.jpg,eggs2countnCO1 Lithium 5-4 36 pt4.jpg,eggs2countnCO1 Lithium 5-4 36 pt4.jpg,2,2,2.0,0
nCO1 Control 5-4 18 pt32.jpg,eggs5countnCO1 Control 5-4 18 pt32.jpg,eggs6countnCO1 Control 5-4 18 pt32.jpg,6,5,5.5,-1
CO1 Lithium 5-4 20 pt87.jpg,eggs4countCO1 Lithium 5-4 20 pt87.jpg,eggs4countCO1 Lithium 5-4 20 pt87.jpg,4,4,4.0,0
nCO1 Lithium 5-4 20 pt64.jpg,eggs1countnCO1 Lithium 5-4 20 pt64.jpg,eggs1countnCO1 Lithium 5-4 20 pt64.jpg,1,1,1.0,0
nCO1 Control 5-4 44 pt51.jpg,eggs1countnCO1 Control 5-4 44 pt51.jpg,eggs0countnCO1 Control 5-4 44 pt51.jpg,0,1,0.5,1
nCO1 Control 5-4 46 pt41.jpg,eggs3countnCO1 Control 5-4 46 pt41.jpg,eggs0countnCO1 Control 5-4 46 pt41.jpg,0,3,1.5,3
nCO1 Lithium 5-4 50 pt22.jpg,eggs2countnCO1 Lithium 5-4 50 pt22.jpg,eggs2countnCO1 Lithium 5-4 50 pt22.jpg,2,2,2.0,0
CO1 Lithium 5-4 33 pt48.jpg,eggs2countCO1 Lithium 5-4 33 pt48.jpg,eggs2countCO1 Lithium 5-4 33 pt48.jpg,2,2,2.0,0
nCO1 Lithium 5-4 10 pt54.jpg,eggs1countnCO1 Lithium 5-4 10 pt54.jpg,eggs1countnCO1 Lithium 5-4 10 pt54.jpg,1,1,1.0,0
nCO1 Lithium 5-4 15 pt69.jpg,eggs4countnCO1 Lithium 5-4 15 pt69.jpg,eggs2countnCO1 Lithium 5-4 15 pt69.jpg,2,4,3.0,2
ACO1 Lithium 5-4 31 pt22.jpg,eggs1countACO1 Lithium 5-4 31 pt22.jpg,eggs1countACO1 Lithium 5-4 31 pt22.jpg,1,1,1.0,0
ACO1 Control 5-4 6 pt29.jpg,eggs1countACO1 Control 5-4 6 pt29.jpg,eggs1countACO1 Control 5-4 6 pt29.jpg,1,1,1.0,0
nCO1 Control 5-4 18 pt94.jpg,eggs1countnCO1 Control 5-4 18 pt94.jpg,eggs1countnCO1 Control 5-4 18 pt94.jpg,1,1,1.0,0
nCO1 Control 5-4 12 pt57.jpg,eggs1countnCO1 Control 5-4 12 pt57.jpg,eggs1countnCO1 Control 5-4 12 pt57.jpg,1,1,1.0,0
nCO1 Lithium 5-4 11 pt34.jpg,eggs2countnCO1 Lithium 5-4 11 pt34.jpg,eggs2countnCO1 Lithium 5-4 11 pt34.jpg,2,2,2.0,0
AO1 Control 5-4 42 pt68.jpg,eggs2countAO1 Control 5-4 42 pt68.jpg,eggs2countAO1 Control 5-4 42 pt68.jpg,2,2,2.0,0
ACO1 Lithium 5-4 44 pt48.jpg,eggs3countACO1 Lithium 5-4 44 pt48.jpg,eggs3countACO1 Lithium 5-4 44 pt48.jpg,3,3,3.0,0
nCO1 Lithium 5-4 27 pt76.jpg,eggs3countnCO1 Lithium 5-4 27 pt76.jpg,eggs2countnCO1 Lithium 5-4 27 pt76.jpg,2,3,2.5,1
nCO1 Control 5-4 17 pt22.jpg,eggs2countnCO1 Control 5-4 17 pt22.jpg,eggs1countnCO1 Control 5-4 17 pt22.jpg,1,2,1.5,1
CO1 Control 5-4 50 pt54.jpg,eggs1countCO1 Control 5-4 50 pt54.jpg,eggs0countCO1 Control 5-4 50 pt54.jpg,0,1,0.5,1
ACO1 Control 5-4 24 pt61.jpg,eggs1countACO1 Control 5-4 24 pt61.jpg,eggs0countACO1 Control 5-4 24 pt61.jpg,0,1,0.5,1
CO1 Lithium 5-4 46 pt13.jpg,eggs1countCO1 Lithium 5-4 46 pt13.jpg,eggs1countCO1 Lithium 5-4 46 pt13.jpg,1,1,1.0,0
nCO1 Lithium 5-4 20 pt82.jpg,eggs9countnCO1 Lithium 5-4 20 pt82.jpg,eggs0countnCO1 Lithium 5-4 20 pt82.jpg,0,9,4.5,9
nCO1 Lithium 5-4 48 pt78.jpg,eggs1countnCO1 Lithium 5-4 48 pt78.jpg,eggs1countnCO1 Lithium 5-4 48 pt78.jpg,1,1,1.0,0
ACO1 Control 5-4 15 pt37.jpg,eggs2countACO1 Control 5-4 15 pt37.jpg,eggs2countACO1 Control 5-4 15 pt37.jpg,2,2,2.0,0
nCO1 Lithium 5-4 14 pt34.jpg,eggs1countnCO1 Lithium 5-4 14 pt34.jpg,eggs1countnCO1 Lithium 5-4 14 pt34.jpg,1,1,1.0,0
CO1 Lithium 5-4 23 pt28.jpg,eggs5countCO1 Lithium 5-4 23 pt28.jpg,eggs4countCO1 Lithium 5-4 23 pt28.jpg,4,5,4.5,1
nCO1 Control 5-4 29 pt23.jpg,eggs3countnCO1 Control 5-4 29 pt23.jpg,eggs1countnCO1 Control 5-4 29 pt23.jpg,1,3,2.0,2
CO1 Lithium 5-4 41 pt15.jpg,eggs2countCO1 Lithium 5-4 41 pt15.jpg,eggs2countCO1 Lithium 5-4 41 pt15.jpg,2,2,2.0,0
CO1 Lithium 5-4 43 pt63.jpg,eggs1countCO1 Lithium 5-4 43 pt63.jpg,eggs1countCO1 Lithium 5-4 43 pt63.jpg,1,1,1.0,0
nCO1 Lithium 5-4 36 pt78.jpg,eggs3countnCO1 Lithium 5-4 36 pt78.jpg,eggs2countnCO1 Lithium 5-4 36 pt78.jpg,2,3,2.5,1
CO1 Lithium 5-4 9 pt65.jpg,eggs2countCO1 Lithium 5-4 9 pt65.jpg,eggs2countCO1 Lithium 5-4 9 pt65.jpg,2,2,2.0,0
CO1 Lithium 5-4 27 pt42.jpg,eggs3countCO1 Lithium 5-4 27 pt42.jpg,eggs2countCO1 Lithium 5-4 27 pt42.jpg,2,3,2.5,1
nCO1 Control 5-4 15 pt85.jpg,eggs4countnCO1 Control 5-4 15 pt85.jpg,eggs3countnCO1 Control 5-4 15 pt85.jpg,3,4,3.5,1
ACO1 Lithium 5-4 11 pt52.jpg,eggs4countACO1 Lithium 5-4 11 pt52.jpg,eggs2countACO1 Lithium 5-4 11 pt52.jpg,2,4,3.0,2
AO1 Lithium 5-4 45 pt84.jpg,eggs1countAO1 Lithium 5-4 45 pt84.jpg,eggs1countAO1 Lithium 5-4 45 pt84.jpg,1,1,1.0,0
nCO1 Control 5-4 7 pt68.jpg,eggs2countnCO1 Control 5-4 7 pt68.jpg,eggs2countnCO1 Control 5-4 7 pt68.jpg,2,2,2.0,0
CO1 Lithium 5-4 12 pt69.jpg,eggs2countCO1 Lithium 5-4 12 pt69.jpg,eggs1countCO1 Lithium 5-4 12 pt69.jpg,1,2,1.5,1
AO1 Control 5-4 34 pt48.jpg,eggs2countAO1 Control 5-4 34 pt48.jpg,eggs2countAO1 Control 5-4 34 pt48.jpg,2,2,2.0,0
CO1 Lithium 5-4 44 pt35.jpg,eggs2countCO1 Lithium 5-4 44 pt35.jpg,eggs1countCO1 Lithium 5-4 44 pt35.jpg,1,2,1.5,1
nCO1 Lithium 5-4 24 pt72.jpg,eggs1countnCO1 Lithium 5-4 24 pt72.jpg,eggs1countnCO1 Lithium 5-4 24 pt72.jpg,1,1,1.0,0
CO1 Control 5-4 9 pt68.jpg,eggs2countCO1 Control 5-4 9 pt68.jpg,eggs1countCO1 Control 5-4 9 pt68.jpg,1,2,1.5,1
CO1 Control 5-4 9 pt16.jpg,eggs2countCO1 Control 5-4 9 pt16.jpg,eggs2countCO1 Control 5-4 9 pt16.jpg,2,2,2.0,0
nCO1 Lithium 5-4 26 pt67.jpg,eggs4countnCO1 Lithium 5-4 26 pt67.jpg,eggs3countnCO1 Lithium 5-4 26 pt67.jpg,3,4,3.5,1
nCO1 Control 5-4 50 pt83.jpg,eggs2countnCO1 Control 5-4 50 pt83.jpg,eggs1countnCO1 Control 5-4 50 pt83.jpg,1,2,1.5,1
nCO1 Lithium 5-4 46 pt76.jpg,eggs3countnCO1 Lithium 5-4 46 pt76.jpg,eggs3countnCO1 Lithium 5-4 46 pt76.jpg,3,3,3.0,0
CO1 Lithium 5-4 12 pt24.jpg,eggs1countCO1 Lithium 5-4 12 pt24.jpg,eggs1countCO1 Lithium 5-4 12 pt24.jpg,1,1,1.0,0
ACO1 Lithium 5-4 45 pt47.jpg,eggs2countACO1 Lithium 5-4 45 pt47.jpg,eggs2countACO1 Lithium 5-4 45 pt47.jpg,2,2,2.0,0
nCO1 Lithium 5-4 48 pt73.jpg,eggs1countnCO1 Lithium 5-4 48 pt73.jpg,eggs1countnCO1 Lithium 5-4 48 pt73.jpg,1,1,1.0,0
CO1 Lithium 5-4 20 pt77.jpg,eggs1countCO1 Lithium 5-4 20 pt77.jpg,eggs1countCO1 Lithium 5-4 20 pt77.jpg,1,1,1.0,0
nCO1 Control 5-4 40 pt48.jpg,eggs1countnCO1 Control 5-4 40 pt48.jpg,eggs1countnCO1 Control 5-4 40 pt48.jpg,1,1,1.0,0
AO1 Control 5-4 41 pt41.jpg,eggs4countAO1 Control 5-4 41 pt41.jpg,eggs2countAO1 Control 5-4 41 pt41.jpg,2,4,3.0,2
ACO1 Lithium 5-4 13 pt54.jpg,eggs1countACO1 Lithium 5-4 13 pt54.jpg,eggs1countACO1 Lithium 5-4 13 pt54.jpg,1,1,1.0,0
ACO1 Control 5-4 22 pt38.jpg,eggs2countACO1 Control 5-4 22 pt38.jpg,eggs2countACO1 Control 5-4 22 pt38.jpg,2,2,2.0,0
AO1 Control 5-4 8 pt83.jpg,eggs1countAO1 Control 5-4 8 pt83.jpg,eggs1countAO1 Control 5-4 8 pt83.jpg,1,1,1.0,0
nCO1 Lithium 5-4 44 pt47.jpg,eggs1countnCO1 Lithium 5-4 44 pt47.jpg,eggs1countnCO1 Lithium 5-4 44 pt47.jpg,1,1,1.0,0
nCO1 Lithium 5-4 12 pt65.jpg,eggs2countnCO1 Lithium 5-4 12 pt65.jpg,eggs2countnCO1 Lithium 5-4 12 pt65.jpg,2,2,2.0,0
ACO1 Control 5-4 26 pt43.jpg,eggs1countACO1 Control 5-4 26 pt43.jpg,eggs1countACO1 Control 5-4 26 pt43.jpg,1,1,1.0,0
ACO1 Control 5-4 36 pt76.jpg,eggs2countACO1 Control 5-4 36 pt76.jpg,eggs2countACO1 Control 5-4 36 pt76.jpg,2,2,2.0,0
CO1 Control 5-4 39 pt58.jpg,eggs1countCO1 Control 5-4 39 pt58.jpg,eggs1countCO1 Control 5-4 39 pt58.jpg,1,1,1.0,0
CO1 Control 5-4 32 pt46.jpg,eggs1countCO1 Control 5-4 32 pt46.jpg,eggs1countCO1 Control 5-4 32 pt46.jpg,1,1,1.0,0
CO1 Lithium 5-4 40 pt26.jpg,eggs1countCO1 Lithium 5-4 40 pt26.jpg,eggs1countCO1 Lithium 5-4 40 pt26.jpg,1,1,1.0,0
AO1 Control 5-4 16 pt31.jpg,eggs1countAO1 Control 5-4 16 pt31.jpg,eggs0countAO1 Control 5-4 16 pt31.jpg,0,1,0.5,1
AO1 Lithium 5-4 43 pt38.jpg,eggs1countAO1 Lithium 5-4 43 pt38.jpg,eggs1countAO1 Lithium 5-4 43 pt38.jpg,1,1,1.0,0
