RootImage,FileName,PrimaryFileName,SecondaryFileName,PrimaryCount,SecondaryCount,BotCount,Mean,PrimaryDiff,SecondaryDiff,BotDiff
ACO1 Control 5-1 7,ACO1 Control 5-1 7 pt32.jpg,eggs0countACO1 Control 5-1 7 pt32.jpg,eggs1countACO1 Control 5-1 7 pt32.jpg,0,1,0,0.5,0.5,0.5,0.5
NCO1 Lithium 5-1 33,NCO1 Lithium 5-1 33 pt56.jpg,eggs3countNCO1 Lithium 5-1 33 pt56.jpg,eggs3countNCO1 Lithium 5-1 33 pt56.jpg,3,3,3,3.0,0.0,0.0,0.0
ACO1 Lithium 5-1 32,ACO1 Lithium 5-1 32 pt25.jpg,eggs2countACO1 Lithium 5-1 32 pt25.jpg,eggs1countACO1 Lithium 5-1 32 pt25.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 16,NCO1 Lithium 5-1 16 pt4.jpg,eggs6countNCO1 Lithium 5-1 16 pt4.jpg,eggs4countNCO1 Lithium 5-1 16 pt4.jpg,6,4,7,5.0,1.0,1.0,2.0
CO1 Lithium 5-1 34,CO1 Lithium 5-1 34 pt63.jpg,eggs2countCO1 Lithium 5-1 34 pt63.jpg,eggs2countCO1 Lithium 5-1 34 pt63.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 35,NCO1 Lithium 5-1 35 pt25.jpg,eggs1countNCO1 Lithium 5-1 35 pt25.jpg,eggs1countNCO1 Lithium 5-1 35 pt25.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 29,NCO1 Lithium 5-1 29 pt43.jpg,eggs4countNCO1 Lithium 5-1 29 pt43.jpg,eggs4countNCO1 Lithium 5-1 29 pt43.jpg,4,4,4,4.0,0.0,0.0,0.0
CO1 Control 5-1 35,CO1 Control 5-1 35 pt45.jpg,eggs2countCO1 Control 5-1 35 pt45.jpg,eggs2countCO1 Control 5-1 35 pt45.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Lithium 5-1 7,AO1 Lithium 5-1 7 pt68.jpg,eggs0countAO1 Lithium 5-1 7 pt68.jpg,eggs1countAO1 Lithium 5-1 7 pt68.jpg,0,1,1,0.5,0.5,0.5,0.5
ACO1 Lithium 5-1 39,ACO1 Lithium 5-1 39 pt76.jpg,eggs1countACO1 Lithium 5-1 39 pt76.jpg,eggs1countACO1 Lithium 5-1 39 pt76.jpg,1,1,0,1.0,0.0,0.0,1.0
NCO1 Lithium 5-1 5,NCO1 Lithium 5-1 5 pt97.jpg,eggs1countNCO1 Lithium 5-1 5 pt97.jpg,eggs1countNCO1 Lithium 5-1 5 pt97.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 19,CO1 Lithium 5-1 19 pt52.jpg,eggs1countCO1 Lithium 5-1 19 pt52.jpg,eggs1countCO1 Lithium 5-1 19 pt52.jpg,1,1,0,1.0,0.0,0.0,1.0
NCO1 Lithium 5-1 42,NCO1 Lithium 5-1 42 pt36.jpg,eggs1countNCO1 Lithium 5-1 42 pt36.jpg,eggs1countNCO1 Lithium 5-1 42 pt36.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 19,NCO1 Lithium 5-1 19 pt39.jpg,eggs1countNCO1 Lithium 5-1 19 pt39.jpg,eggs1countNCO1 Lithium 5-1 19 pt39.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 2,ACO1 Control 5-1 2 pt24.jpg,eggs4countACO1 Control 5-1 2 pt24.jpg,eggs4countACO1 Control 5-1 2 pt24.jpg,4,4,3,4.0,0.0,0.0,1.0
AO1 Lithium 5-1 20,AO1 Lithium 5-1 20 pt24.jpg,eggs2countAO1 Lithium 5-1 20 pt24.jpg,eggs1countAO1 Lithium 5-1 20 pt24.jpg,2,1,2,1.5,0.5,0.5,0.5
ACO1 Control 5-1 47,ACO1 Control 5-1 47 pt61.jpg,eggs1countACO1 Control 5-1 47 pt61.jpg,eggs1countACO1 Control 5-1 47 pt61.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 2,AO1 Control 5-1 2 pt6.jpg,eggs1countAO1 Control 5-1 2 pt6.jpg,eggs1countAO1 Control 5-1 2 pt6.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 2,ACO1 Control 5-1 2 pt74.jpg,eggs1countACO1 Control 5-1 2 pt74.jpg,eggs1countACO1 Control 5-1 2 pt74.jpg,1,1,2,1.0,0.0,0.0,1.0
AO1 Lithium 5-1 34,AO1 Lithium 5-1 34 pt44.jpg,eggs1countAO1 Lithium 5-1 34 pt44.jpg,eggs1countAO1 Lithium 5-1 34 pt44.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 19,NCO1 Lithium 5-1 19 pt52.jpg,eggs7countNCO1 Lithium 5-1 19 pt52.jpg,eggs5countNCO1 Lithium 5-1 19 pt52.jpg,7,5,7,6.0,1.0,1.0,1.0
ACO1 Control 5-1 35,ACO1 Control 5-1 35 pt89.jpg,eggs1countACO1 Control 5-1 35 pt89.jpg,eggs1countACO1 Control 5-1 35 pt89.jpg,1,1,0,1.0,0.0,0.0,1.0
AO1 Control 5-1 11,AO1 Control 5-1 11 pt15.jpg,eggs0countAO1 Control 5-1 11 pt15.jpg,eggs1countAO1 Control 5-1 11 pt15.jpg,0,1,0,0.5,0.5,0.5,0.5
AO1 Lithium 5-1 7,AO1 Lithium 5-1 7 pt28.jpg,eggs2countAO1 Lithium 5-1 7 pt28.jpg,eggs2countAO1 Lithium 5-1 7 pt28.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 50,NCO1 Lithium 5-1 50 pt55.jpg,eggs6countNCO1 Lithium 5-1 50 pt55.jpg,eggs3countNCO1 Lithium 5-1 50 pt55.jpg,6,3,5,4.5,1.5,1.5,0.5
NCO1 Lithium 5-1 40,NCO1 Lithium 5-1 40 pt33.jpg,eggs2countNCO1 Lithium 5-1 40 pt33.jpg,eggs2countNCO1 Lithium 5-1 40 pt33.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Lithium 5-1 20,CO1 Lithium 5-1 20 pt52.jpg,eggs3countCO1 Lithium 5-1 20 pt52.jpg,eggs3countCO1 Lithium 5-1 20 pt52.jpg,3,3,3,3.0,0.0,0.0,0.0
CO1 Control 5-1 9,CO1 Control 5-1 9 pt38.jpg,eggs4countCO1 Control 5-1 9 pt38.jpg,eggs3countCO1 Control 5-1 9 pt38.jpg,4,3,4,3.5,0.5,0.5,0.5
NCO1 Lithium 5-1 34,NCO1 Lithium 5-1 34 pt64.jpg,eggs3countNCO1 Lithium 5-1 34 pt64.jpg,eggs2countNCO1 Lithium 5-1 34 pt64.jpg,3,2,2,2.5,0.5,0.5,0.5
NCO1 Lithium 5-1 40,NCO1 Lithium 5-1 40 pt42.jpg,eggs0countNCO1 Lithium 5-1 40 pt42.jpg,eggs2countNCO1 Lithium 5-1 40 pt42.jpg,0,2,0,1.0,1.0,1.0,1.0
ACO1 Control 5-1 3,ACO1 Control 5-1 3 pt77.jpg,eggs1countACO1 Control 5-1 3 pt77.jpg,eggs1countACO1 Control 5-1 3 pt77.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 14,NCO1 Lithium 5-1 14 pt14.jpg,eggs1countNCO1 Lithium 5-1 14 pt14.jpg,eggs1countNCO1 Lithium 5-1 14 pt14.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 41,NCO1 Control 5-1 41 pt69.jpg,eggs3countNCO1 Control 5-1 41 pt69.jpg,eggs2countNCO1 Control 5-1 41 pt69.jpg,3,2,3,2.5,0.5,0.5,0.5
AO1 Control 5-1 20,AO1 Control 5-1 20 pt38.jpg,eggs1countAO1 Control 5-1 20 pt38.jpg,eggs1countAO1 Control 5-1 20 pt38.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 22,ACO1 Lithium 5-1 22 pt57.jpg,eggs2countACO1 Lithium 5-1 22 pt57.jpg,eggs1countACO1 Lithium 5-1 22 pt57.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Control 5-1 25,NCO1 Control 5-1 25 pt33.jpg,eggs3countNCO1 Control 5-1 25 pt33.jpg,eggs3countNCO1 Control 5-1 25 pt33.jpg,3,3,3,3.0,0.0,0.0,0.0
NCO1 Lithium 5-1 42,NCO1 Lithium 5-1 42 pt64.jpg,eggs7countNCO1 Lithium 5-1 42 pt64.jpg,eggs6countNCO1 Lithium 5-1 42 pt64.jpg,7,6,6,6.5,0.5,0.5,0.5
CO1 Lithium 5-1 28,CO1 Lithium 5-1 28 pt67.jpg,eggs1countCO1 Lithium 5-1 28 pt67.jpg,eggs1countCO1 Lithium 5-1 28 pt67.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 18,NCO1 Lithium 5-1 18 pt36.jpg,eggs4countNCO1 Lithium 5-1 18 pt36.jpg,eggs3countNCO1 Lithium 5-1 18 pt36.jpg,4,3,3,3.5,0.5,0.5,0.5
NCO1 Lithium 5-1 25,NCO1 Lithium 5-1 25 pt37.jpg,eggs4countNCO1 Lithium 5-1 25 pt37.jpg,eggs4countNCO1 Lithium 5-1 25 pt37.jpg,4,4,5,4.0,0.0,0.0,1.0
CO1 Lithium 5-1 35,CO1 Lithium 5-1 35 pt36.jpg,eggs4countCO1 Lithium 5-1 35 pt36.jpg,eggs4countCO1 Lithium 5-1 35 pt36.jpg,4,4,4,4.0,0.0,0.0,0.0
ACO1 Control 5-1 19,ACO1 Control 5-1 19 pt77.jpg,eggs1countACO1 Control 5-1 19 pt77.jpg,eggs1countACO1 Control 5-1 19 pt77.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 48,CO1 Lithium 5-1 48 pt43.jpg,eggs1countCO1 Lithium 5-1 48 pt43.jpg,eggs1countCO1 Lithium 5-1 48 pt43.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Control 5-1 14,NCO1 Control 5-1 14 pt65.jpg,eggs1countNCO1 Control 5-1 14 pt65.jpg,eggs1countNCO1 Control 5-1 14 pt65.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 50,AO1 Control 5-1 50 pt22.jpg,eggs6countAO1 Control 5-1 50 pt22.jpg,eggs3countAO1 Control 5-1 50 pt22.jpg,6,3,6,4.5,1.5,1.5,1.5
NCO1 Lithium 5-1 19,NCO1 Lithium 5-1 19 pt23.jpg,eggs3countNCO1 Lithium 5-1 19 pt23.jpg,eggs3countNCO1 Lithium 5-1 19 pt23.jpg,3,3,3,3.0,0.0,0.0,0.0
AO1 Lithium 5-1 4,AO1 Lithium 5-1 4 pt26.jpg,eggs3countAO1 Lithium 5-1 4 pt26.jpg,eggs3countAO1 Lithium 5-1 4 pt26.jpg,3,3,3,3.0,0.0,0.0,0.0
AO1 Lithium 5-1 48,AO1 Lithium 5-1 48 pt34.jpg,eggs1countAO1 Lithium 5-1 48 pt34.jpg,eggs1countAO1 Lithium 5-1 48 pt34.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 33,NCO1 Control 5-1 33 pt33.jpg,eggs3countNCO1 Control 5-1 33 pt33.jpg,eggs3countNCO1 Control 5-1 33 pt33.jpg,3,3,3,3.0,0.0,0.0,0.0
NCO1 Lithium 5-1 8,NCO1 Lithium 5-1 8 pt57.jpg,eggs3countNCO1 Lithium 5-1 8 pt57.jpg,eggs3countNCO1 Lithium 5-1 8 pt57.jpg,3,3,4,3.0,0.0,0.0,1.0
NCO1 Lithium 5-1 46,NCO1 Lithium 5-1 46 pt84.jpg,eggs2countNCO1 Lithium 5-1 46 pt84.jpg,eggs2countNCO1 Lithium 5-1 46 pt84.jpg,2,2,1,2.0,0.0,0.0,1.0
NCO1 Control 5-1 46,NCO1 Control 5-1 46 pt51.jpg,eggs4countNCO1 Control 5-1 46 pt51.jpg,eggs2countNCO1 Control 5-1 46 pt51.jpg,4,2,2,3.0,1.0,1.0,1.0
ACO1 Lithium 5-1 39,ACO1 Lithium 5-1 39 pt57.jpg,eggs1countACO1 Lithium 5-1 39 pt57.jpg,eggs1countACO1 Lithium 5-1 39 pt57.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 36,CO1 Lithium 5-1 36 pt57.jpg,eggs1countCO1 Lithium 5-1 36 pt57.jpg,eggs1countCO1 Lithium 5-1 36 pt57.jpg,1,1,0,1.0,0.0,0.0,1.0
ACO1 Lithium 5-1 4,ACO1 Lithium 5-1 4 pt97.jpg,eggs2countACO1 Lithium 5-1 4 pt97.jpg,eggs1countACO1 Lithium 5-1 4 pt97.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 3,CO1 Lithium 5-1 3 pt59.jpg,eggs4countCO1 Lithium 5-1 3 pt59.jpg,eggs4countCO1 Lithium 5-1 3 pt59.jpg,4,4,4,4.0,0.0,0.0,0.0
NCO1 Lithium 5-1 39,NCO1 Lithium 5-1 39 pt77.jpg,eggs1countNCO1 Lithium 5-1 39 pt77.jpg,eggs1countNCO1 Lithium 5-1 39 pt77.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Control 5-1 29,NCO1 Control 5-1 29 pt56.jpg,eggs1countNCO1 Control 5-1 29 pt56.jpg,eggs1countNCO1 Control 5-1 29 pt56.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 42,NCO1 Lithium 5-1 42 pt75.jpg,eggs8countNCO1 Lithium 5-1 42 pt75.jpg,eggs5countNCO1 Lithium 5-1 42 pt75.jpg,8,5,7,6.5,1.5,1.5,0.5
CO1 Lithium 5-1 43,CO1 Lithium 5-1 43 pt68.jpg,eggs3countCO1 Lithium 5-1 43 pt68.jpg,eggs3countCO1 Lithium 5-1 43 pt68.jpg,3,3,3,3.0,0.0,0.0,0.0
AO1 Lithium 5-1 31,AO1 Lithium 5-1 31 pt56.jpg,eggs2countAO1 Lithium 5-1 31 pt56.jpg,eggs2countAO1 Lithium 5-1 31 pt56.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Lithium 5-1 7,AO1 Lithium 5-1 7 pt76.jpg,eggs1countAO1 Lithium 5-1 7 pt76.jpg,eggs1countAO1 Lithium 5-1 7 pt76.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 44,NCO1 Lithium 5-1 44 pt35.jpg,eggs3countNCO1 Lithium 5-1 44 pt35.jpg,eggs3countNCO1 Lithium 5-1 44 pt35.jpg,3,3,3,3.0,0.0,0.0,0.0
AO1 Lithium 5-1 47,AO1 Lithium 5-1 47 pt31.jpg,eggs1countAO1 Lithium 5-1 47 pt31.jpg,eggs1countAO1 Lithium 5-1 47 pt31.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 5,NCO1 Lithium 5-1 5 pt56.jpg,eggs1countNCO1 Lithium 5-1 5 pt56.jpg,eggs1countNCO1 Lithium 5-1 5 pt56.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 41,NCO1 Lithium 5-1 41 pt68.jpg,eggs1countNCO1 Lithium 5-1 41 pt68.jpg,eggs1countNCO1 Lithium 5-1 41 pt68.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Lithium 5-1 31,NCO1 Lithium 5-1 31 pt23.jpg,eggs9countNCO1 Lithium 5-1 31 pt23.jpg,eggs6countNCO1 Lithium 5-1 31 pt23.jpg,9,6,6,7.5,1.5,1.5,1.5
NCO1 Lithium 5-1 38,NCO1 Lithium 5-1 38 pt34.jpg,eggs1countNCO1 Lithium 5-1 38 pt34.jpg,eggs1countNCO1 Lithium 5-1 38 pt34.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 45,AO1 Control 5-1 45 pt64.jpg,eggs3countAO1 Control 5-1 45 pt64.jpg,eggs3countAO1 Control 5-1 45 pt64.jpg,3,3,3,3.0,0.0,0.0,0.0
AO1 Control 5-1 7,AO1 Control 5-1 7 pt52.jpg,eggs4countAO1 Control 5-1 7 pt52.jpg,eggs2countAO1 Control 5-1 7 pt52.jpg,4,2,4,3.0,1.0,1.0,1.0
ACO1 Control 5-1 7,ACO1 Control 5-1 7 pt36.jpg,eggs1countACO1 Control 5-1 7 pt36.jpg,eggs1countACO1 Control 5-1 7 pt36.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 40,CO1 Lithium 5-1 40 pt74.jpg,eggs4countCO1 Lithium 5-1 40 pt74.jpg,eggs4countCO1 Lithium 5-1 40 pt74.jpg,4,4,4,4.0,0.0,0.0,0.0
ACO1 Control 5-1 15,ACO1 Control 5-1 15 pt83.jpg,eggs1countACO1 Control 5-1 15 pt83.jpg,eggs1countACO1 Control 5-1 15 pt83.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 30,NCO1 Lithium 5-1 30 pt14.jpg,eggs0countNCO1 Lithium 5-1 30 pt14.jpg,eggs1countNCO1 Lithium 5-1 30 pt14.jpg,0,1,1,0.5,0.5,0.5,0.5
NCO1 Lithium 5-1 1,NCO1 Lithium 5-1 1 pt75.jpg,eggs1countNCO1 Lithium 5-1 1 pt75.jpg,eggs1countNCO1 Lithium 5-1 1 pt75.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 10,NCO1 Control 5-1 10 pt74.jpg,eggs1countNCO1 Control 5-1 10 pt74.jpg,eggs1countNCO1 Control 5-1 10 pt74.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Lithium 5-1 22,AO1 Lithium 5-1 22 pt26.jpg,eggs2countAO1 Lithium 5-1 22 pt26.jpg,eggs2countAO1 Lithium 5-1 22 pt26.jpg,2,2,1,2.0,0.0,0.0,1.0
CO1 Control 5-1 16,CO1 Control 5-1 16 pt47.jpg,eggs1countCO1 Control 5-1 16 pt47.jpg,eggs1countCO1 Control 5-1 16 pt47.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 36,NCO1 Lithium 5-1 36 pt76.jpg,eggs7countNCO1 Lithium 5-1 36 pt76.jpg,eggs6countNCO1 Lithium 5-1 36 pt76.jpg,7,6,7,6.5,0.5,0.5,0.5
CO1 Control 5-1 48,CO1 Control 5-1 48 pt23.jpg,eggs3countCO1 Control 5-1 48 pt23.jpg,eggs1countCO1 Control 5-1 48 pt23.jpg,3,1,2,2.0,1.0,1.0,0.0
NCO1 Lithium 5-1 11,NCO1 Lithium 5-1 11 pt29.jpg,eggs3countNCO1 Lithium 5-1 11 pt29.jpg,eggs2countNCO1 Lithium 5-1 11 pt29.jpg,3,2,3,2.5,0.5,0.5,0.5
ACO1 Lithium 5-1 42,ACO1 Lithium 5-1 42 pt32.jpg,eggs1countACO1 Lithium 5-1 42 pt32.jpg,eggs1countACO1 Lithium 5-1 42 pt32.jpg,1,1,0,1.0,0.0,0.0,1.0
CO1 Lithium 5-1 6,CO1 Lithium 5-1 6 pt24.jpg,eggs2countCO1 Lithium 5-1 6 pt24.jpg,eggs2countCO1 Lithium 5-1 6 pt24.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Control 5-1 19,ACO1 Control 5-1 19 pt28.jpg,eggs3countACO1 Control 5-1 19 pt28.jpg,eggs2countACO1 Control 5-1 19 pt28.jpg,3,2,4,2.5,0.5,0.5,1.5
CO1 Control 5-1 23,CO1 Control 5-1 23 pt67.jpg,eggs2countCO1 Control 5-1 23 pt67.jpg,eggs1countCO1 Control 5-1 23 pt67.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Control 5-1 48,NCO1 Control 5-1 48 pt55.jpg,eggs2countNCO1 Control 5-1 48 pt55.jpg,eggs1countNCO1 Control 5-1 48 pt55.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Control 5-1 15,CO1 Control 5-1 15 pt58.jpg,eggs4countCO1 Control 5-1 15 pt58.jpg,eggs3countCO1 Control 5-1 15 pt58.jpg,4,3,2,3.5,0.5,0.5,1.5
CO1 Control 5-1 18,CO1 Control 5-1 18 pt16.jpg,eggs1countCO1 Control 5-1 18 pt16.jpg,eggs1countCO1 Control 5-1 18 pt16.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 38,CO1 Control 5-1 38 pt29.jpg,eggs1countCO1 Control 5-1 38 pt29.jpg,eggs1countCO1 Control 5-1 38 pt29.jpg,1,1,0,1.0,0.0,0.0,1.0
NCO1 Control 5-1 21,NCO1 Control 5-1 21 pt54.jpg,eggs1countNCO1 Control 5-1 21 pt54.jpg,eggs1countNCO1 Control 5-1 21 pt54.jpg,1,1,0,1.0,0.0,0.0,1.0
ACO1 Lithium 5-1 22,ACO1 Lithium 5-1 22 pt38.jpg,eggs1countACO1 Lithium 5-1 22 pt38.jpg,eggs1countACO1 Lithium 5-1 22 pt38.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 21,CO1 Lithium 5-1 21 pt56.jpg,eggs2countCO1 Lithium 5-1 21 pt56.jpg,eggs1countCO1 Lithium 5-1 21 pt56.jpg,2,1,3,1.5,0.5,0.5,1.5
NCO1 Lithium 5-1 8,NCO1 Lithium 5-1 8 pt49.jpg,eggs4countNCO1 Lithium 5-1 8 pt49.jpg,eggs4countNCO1 Lithium 5-1 8 pt49.jpg,4,4,5,4.0,0.0,0.0,1.0
CO1 Lithium 5-1 50,CO1 Lithium 5-1 50 pt15.jpg,eggs1countCO1 Lithium 5-1 50 pt15.jpg,eggs1countCO1 Lithium 5-1 50 pt15.jpg,1,1,2,1.0,0.0,0.0,1.0
AO1 Control 5-1 33,AO1 Control 5-1 33 pt19.jpg,eggs1countAO1 Control 5-1 33 pt19.jpg,eggs1countAO1 Control 5-1 33 pt19.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Lithium 5-1 21,AO1 Lithium 5-1 21 pt25.jpg,eggs2countAO1 Lithium 5-1 21 pt25.jpg,eggs1countAO1 Lithium 5-1 21 pt25.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Control 5-1 4,CO1 Control 5-1 4 pt88.jpg,eggs2countCO1 Control 5-1 4 pt88.jpg,eggs1countCO1 Control 5-1 4 pt88.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Control 5-1 16,CO1 Control 5-1 16 pt66.jpg,eggs2countCO1 Control 5-1 16 pt66.jpg,eggs1countCO1 Control 5-1 16 pt66.jpg,2,1,2,1.5,0.5,0.5,0.5
ACO1 Lithium 5-1 29,ACO1 Lithium 5-1 29 pt67.jpg,eggs2countACO1 Lithium 5-1 29 pt67.jpg,eggs2countACO1 Lithium 5-1 29 pt67.jpg,2,2,1,2.0,0.0,0.0,1.0
AO1 Control 5-1 38,AO1 Control 5-1 38 pt5.jpg,eggs2countAO1 Control 5-1 38 pt5.jpg,eggs1countAO1 Control 5-1 38 pt5.jpg,2,1,1,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 17,NCO1 Lithium 5-1 17 pt7.jpg,eggs2countNCO1 Lithium 5-1 17 pt7.jpg,eggs2countNCO1 Lithium 5-1 17 pt7.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 35,NCO1 Lithium 5-1 35 pt47.jpg,eggs2countNCO1 Lithium 5-1 35 pt47.jpg,eggs2countNCO1 Lithium 5-1 35 pt47.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 1,NCO1 Control 5-1 1 pt30.jpg,eggs3countNCO1 Control 5-1 1 pt30.jpg,eggs3countNCO1 Control 5-1 1 pt30.jpg,3,3,3,3.0,0.0,0.0,0.0
AO1 Lithium 5-1 36,AO1 Lithium 5-1 36 pt62.jpg,eggs3countAO1 Lithium 5-1 36 pt62.jpg,eggs1countAO1 Lithium 5-1 36 pt62.jpg,3,1,2,2.0,1.0,1.0,0.0
CO1 Control 5-1 3,CO1 Control 5-1 3 pt73.jpg,eggs6countCO1 Control 5-1 3 pt73.jpg,eggs4countCO1 Control 5-1 3 pt73.jpg,6,4,5,5.0,1.0,1.0,0.0
NCO1 Lithium 5-1 50,NCO1 Lithium 5-1 50 pt65.jpg,eggs3countNCO1 Lithium 5-1 50 pt65.jpg,eggs2countNCO1 Lithium 5-1 50 pt65.jpg,3,2,2,2.5,0.5,0.5,0.5
NCO1 Control 5-1 7,NCO1 Control 5-1 7 pt15.jpg,eggs1countNCO1 Control 5-1 7 pt15.jpg,eggs1countNCO1 Control 5-1 7 pt15.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 23,CO1 Lithium 5-1 23 pt66.jpg,eggs1countCO1 Lithium 5-1 23 pt66.jpg,eggs1countCO1 Lithium 5-1 23 pt66.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 41,NCO1 Control 5-1 41 pt4.jpg,eggs3countNCO1 Control 5-1 41 pt4.jpg,eggs3countNCO1 Control 5-1 41 pt4.jpg,3,3,2,3.0,0.0,0.0,1.0
ACO1 Control 5-1 35,ACO1 Control 5-1 35 pt45.jpg,eggs2countACO1 Control 5-1 35 pt45.jpg,eggs1countACO1 Control 5-1 35 pt45.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 11,CO1 Lithium 5-1 11 pt63.jpg,eggs2countCO1 Lithium 5-1 11 pt63.jpg,eggs2countCO1 Lithium 5-1 11 pt63.jpg,2,2,3,2.0,0.0,0.0,1.0
NCO1 Lithium 5-1 14,NCO1 Lithium 5-1 14 pt72.jpg,eggs2countNCO1 Lithium 5-1 14 pt72.jpg,eggs1countNCO1 Lithium 5-1 14 pt72.jpg,2,1,1,1.5,0.5,0.5,0.5
ACO1 Lithium 5-1 24,ACO1 Lithium 5-1 24 pt77.jpg,eggs1countACO1 Lithium 5-1 24 pt77.jpg,eggs1countACO1 Lithium 5-1 24 pt77.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 45,CO1 Lithium 5-1 45 pt24.jpg,eggs4countCO1 Lithium 5-1 45 pt24.jpg,eggs4countCO1 Lithium 5-1 45 pt24.jpg,4,4,3,4.0,0.0,0.0,1.0
CO1 Lithium 5-1 7,CO1 Lithium 5-1 7 pt28.jpg,eggs2countCO1 Lithium 5-1 7 pt28.jpg,eggs2countCO1 Lithium 5-1 7 pt28.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Lithium 5-1 35,ACO1 Lithium 5-1 35 pt68.jpg,eggs1countACO1 Lithium 5-1 35 pt68.jpg,eggs1countACO1 Lithium 5-1 35 pt68.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 45,AO1 Control 5-1 45 pt72.jpg,eggs1countAO1 Control 5-1 45 pt72.jpg,eggs1countAO1 Control 5-1 45 pt72.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Lithium 5-1 9,NCO1 Lithium 5-1 9 pt35.jpg,eggs7countNCO1 Lithium 5-1 9 pt35.jpg,eggs6countNCO1 Lithium 5-1 9 pt35.jpg,7,6,5,6.5,0.5,0.5,1.5
NCO1 Lithium 5-1 24,NCO1 Lithium 5-1 24 pt39.jpg,eggs6countNCO1 Lithium 5-1 24 pt39.jpg,eggs5countNCO1 Lithium 5-1 24 pt39.jpg,6,5,15,5.5,0.5,0.5,9.5
ACO1 Lithium 5-1 37,ACO1 Lithium 5-1 37 pt64.jpg,eggs1countACO1 Lithium 5-1 37 pt64.jpg,eggs1countACO1 Lithium 5-1 37 pt64.jpg,1,1,1,1.0,0.0,0.0,0.0
